% Model,Simulation_for_Phase_Linear.mph
% Version,COMSOL 6.1.0.357
% Date,"Mar 1 2024, 09:52"
% Dimension,3
% Nodes,7189
% Expressions,1
% Description,Slice
% X,Y,Z,real(ewfd2.Ey)
-3.3987986540274705E-7,-3.0192322127980466E-7,-1.4577929155313352E-6,189.45586033895376
-3.356442470999157E-7,-3.052852713098616E-7,-1.4577929155313352E-6,189.2061859066518
-3.205666947657423E-7,-3.1725317815463243E-7,-1.4577929155313352E-6,187.5841297107475
-3.1633107646291093E-7,-3.206152281846894E-7,-1.4577929155313352E-6,187.0997881083951
-3.39360224502246E-7,-2.956998169454628E-7,-1.4577929155313352E-6,189.10828250616413
-3.375104561066747E-7,-2.735463324152264E-7,-1.4577929155313352E-6,186.42996190500133
-3.332748378038433E-7,-2.769083824452834E-7,-1.4577929155313352E-6,187.168654682433
-3.351246061994146E-7,-2.990618669755197E-7,-1.4577929155313352E-6,188.96762688212
-3.200470538652413E-7,-3.1102977382029055E-7,-1.4577929155313352E-6,187.3455706862157
-3.1819728546967E-7,-2.8887628929005427E-7,-1.4577929155313352E-6,185.9346733009702
-3.139616671668386E-7,-2.922383393201112E-7,-1.4577929155313352E-6,185.55935050687555
-3.158114355624099E-7,-3.143918238503475E-7,-1.4577929155313352E-6,186.97024789212105
-3.17677644569169E-7,-2.826528849557124E-7,-1.4577929155313352E-6,185.72639595402484
-3.158278761735976E-7,-2.60499400425476E-7,-1.4577929155313352E-6,183.298556669562
-3.115922578707662E-7,-2.6386145045553294E-7,-1.4577929155313352E-6,184.1569884269422
-3.1344202626633757E-7,-2.8601493498576933E-7,-1.4577929155313352E-6,185.46009196818812
-3.544377768364194E-7,-2.8373191010069184E-7,-1.4577929155313352E-6,189.16086553507313
-3.3275519690334233E-7,-2.706849781109415E-7,-1.4577929155313352E-6,185.9318755888184
-3.110726169702652E-7,-2.5763804612119107E-7,-1.4577929155313352E-6,182.82788405940008
-3.808803104446087E-7,-3.2142489467017384E-7,-1.4577929155313352E-6,191.45880677003908
-3.641989332336067E-7,-3.310491719066914E-7,-1.4577929155313352E-6,196.2950251475201
-3.645856475828121E-7,-3.3435889104271046E-7,-1.4577929155313352E-6,196.5629942488882
-3.8049359609540334E-7,-3.1811517553415477E-7,-1.4577929155313352E-6,191.23016052341296
-3.8335460594761327E-7,-3.4260130871140983E-7,-1.4577929155313352E-6,193.05843537270405
-3.666732287366113E-7,-3.522255859479274E-7,-1.4577929155313352E-6,198.06593283511668
-3.670599430858167E-7,-3.5553530508394645E-7,-1.4577929155313352E-6,198.34984552048257
-3.829678915984079E-7,-3.3929158957539076E-7,-1.4577929155313352E-6,192.81527392080386
-3.858289014506178E-7,-3.6377772275264583E-7,-1.4577929155313352E-6,194.75093590322174
-3.69147524239616E-7,-3.7340199998916306E-7,-1.457792915531335E-6,199.93885157627784
-3.6953423858882143E-7,-3.767117191251823E-7,-1.4577929155313352E-6,259.22458506501977
-3.8544218710141243E-7,-3.6046800361662655E-7,-1.457792915531335E-6,194.49325924604582
-3.61567139807604E-7,-3.3675485154500155E-7,-1.4577929155313352E-6,198.04933276903304
-3.44885762596602E-7,-3.463791287815192E-7,-1.4577929155313352E-6,200.4919600552949
-3.4527247694580737E-7,-3.496888479175383E-7,-1.4577929155313352E-6,200.72658254026993
-3.6118042545839863E-7,-3.334451324089825E-7,-1.4577929155313352E-6,197.814710284058
-3.6404143531060856E-7,-3.579312655862376E-7,-1.4577929155313352E-6,199.80283742423424
-3.4736005809960674E-7,-3.6755554282275483E-7,-1.457792915531335E-6,202.04950771850164
-3.477467724488121E-7,-3.7086526195877417E-7,-1.457792915531335E-6,268.04340958168217
-3.6365472096140323E-7,-3.5462154645021853E-7,-1.4577929155313352E-6,199.55227135526152
-3.4225396917059925E-7,-3.5208480841982943E-7,-1.4577929155313352E-6,201.76211479282875
-3.2557259195959743E-7,-3.617090856563467E-7,-1.457792915531335E-6,201.80452327398572
-3.259593063088028E-7,-3.65018804792366E-7,-1.457792915531335E-6,273.06125371184976
-3.418672548213939E-7,-3.4877508928381036E-7,-1.4577929155313352E-6,201.56083892424687
-3.661290164644077E-7,-3.7579796049145437E-7,-1.457792915531335E-6,261.3283977402945
-3.443415503243984E-7,-3.6995150332504614E-7,-1.457792915531335E-6,269.55315673215705
-3.225540841843891E-7,-3.6410504615863797E-7,-1.4577929155313352E-6,273.9769353375247
-3.678679835722916E-7,-3.7887747901304825E-7,-1.4577929155313352E-6,252.673012116157
-3.654018414174602E-7,-3.78215713464827E-7,-1.4577929155313352E-6,253.82108606392637
-3.4608051743228227E-7,-3.7303102184664003E-7,-1.4577929155313352E-6,258.6831871114409
-3.436143752774509E-7,-3.723692562984188E-7,-1.4577929155313352E-6,259.40338723960497
-3.2429305129227296E-7,-3.671845646802319E-7,-1.4577929155313352E-6,260.91325302477105
-3.218269091374416E-7,-3.6652279913201063E-7,-1.4577929155313352E-6,261.2055793333283
-2.971344597663575E-7,-3.6176845792715655E-7,-1.4577929155313352E-6,368.18728469313635
-3.6118925699576677E-7,-4.3363137011779925E-7,-1.4577929155313352E-6,279.9888016224047
-3.816860402431895E-7,-4.356920259382428E-7,-1.4577929155313354E-6,193.29829202157865
-3.8285784246436557E-7,-4.3363137011779925E-7,-1.4577929155313352E-6,193.71629669347078
-3.600174547745908E-7,-4.356920259382426E-7,-1.4577929155313354E-6,280.13344282888335
-3.704973601070582E-7,-4.1726274023559846E-7,-1.4577929155313352E-6,278.5820088884578
-3.909941433544809E-7,-4.1932339605604204E-7,-1.4577929155313352E-6,195.8598539863063
-3.9216594557565694E-7,-4.1726274023559846E-7,-1.4577929155313352E-6,196.17886917254788
-3.6932555788588213E-7,-4.1932339605604204E-7,-1.4577929155313352E-6,278.9360232436064
-3.798054632183496E-7,-4.008941103533977E-7,-1.4577929155313352E-6,275.51207981517666
-4.0030224646577203E-7,-4.0295476617384136E-7,-1.4577929155313352E-6,197.6351020810854
-3.786336609971735E-7,-4.0295476617384136E-7,-1.4577929155313352E-6,276.07546731899475
-3.8597858454664215E-7,-4.3363137011779925E-7,-1.4577929155313352E-6,193.84310464493225
-4.0647536779406485E-7,-4.356920259382428E-7,-1.4577929155313352E-6,194.64605131178345
-4.076471700152409E-7,-4.3363137011779925E-7,-1.4577929155313352E-6,194.85953471291177
-3.848067823254661E-7,-4.356920259382428E-7,-1.4577929155313352E-6,193.62962124380394
-3.952866876579335E-7,-4.1726274023559846E-7,-1.4577929155313352E-6,196.10115585324826
-4.1578347090535616E-7,-4.1932339605604204E-7,-1.4577929155313352E-6,195.58301738284558
-3.9411488543675746E-7,-4.1932339605604204E-7,-1.4577929155313352E-6,195.98666193776774
-4.1076791209751744E-7,-4.3363137011779925E-7,-1.4577929155313352E-6,194.5990766223772
-4.312646953449404E-7,-4.3569202593824267E-7,-1.4577929155313352E-6,192.91759843472036
-4.095961098763414E-7,-4.356920259382428E-7,-1.4577929155313352E-6,194.5901144920113
-3.7354973935307437E-7,-4.5000000000000003E-7,-1.4577929155313354E-6,190.46741034442627
-3.983390669039497E-7,-4.5000000000000003E-7,-1.4577929155313352E-6,193.23524425753274
-4.23128394454825E-7,-4.5000000000000003E-7,-1.4577929155313352E-6,192.92686600338078
-3.766704814353507E-7,-4.5000000000000003E-7,-1.4577929155313352E-6,190.79873956665153
-4.01459808986226E-7,-4.5000000000000003E-7,-1.4577929155313352E-6,193.1793074377606
-4.2624913653710135E-7,-4.5000000000000003E-7,-1.4577929155313354E-6,192.48366314161132
-3.518811538844754E-7,-4.5000000000000003E-7,-1.4577929155313354E-6,354.0668568684062
-3.7893479669581194E-7,-3.985780211259697E-7,-1.4577929155313352E-6,271.68933877386047
-3.696266935845206E-7,-4.149466510081707E-7,-1.4577929155313352E-6,274.2263346378786
-3.603185904732292E-7,-4.3131528089037166E-7,-1.4577929155313352E-6,275.318651804664
-3.778812044461781E-7,-4.0043080051343594E-7,-1.4577929155313352E-6,272.13183096445596
-3.685731013348869E-7,-4.167994303956368E-7,-1.4577929155313352E-6,274.5053023960078
-3.592649982235956E-7,-4.331680602778376E-7,-1.4577929155313352E-6,275.4340951303264
-3.5101048736193785E-7,-4.4768391077257244E-7,-1.4577929155313352E-6,342.764356679093
-3.571473305558027E-7,-3.927315639595615E-7,-1.4577929155313352E-6,189.72698411443474
-3.764686545409806E-7,-3.9791625557774844E-7,-1.4577929155313352E-6,191.9132412496687
-3.353598644157933E-7,-3.8688510679315337E-7,-1.4577929155313352E-6,185.2930764104199
-3.546811884009713E-7,-3.9206979841134027E-7,-1.4577929155313352E-6,189.53131940796771
-3.560937383061688E-7,-3.9458434334702777E-7,-1.4577929155313352E-6,189.2306196632152
-3.4783922744451127E-7,-4.091001938417625E-7,-1.4577929155313352E-6,184.6146534434847
-3.6716055142968944E-7,-4.142848854599495E-7,-1.4577929155313352E-6,187.60187079083394
-3.1357239827578407E-7,-3.8103864962674514E-7,-1.4577929155313352E-6,253.07415528128473
-3.3289372226096197E-7,-3.862233412449321E-7,-1.4577929155313352E-6,184.83549958861067
-3.343062721661595E-7,-3.887378861806196E-7,-1.4577929155313352E-6,184.694478709297
-3.2605176130450196E-7,-4.032537366753543E-7,-1.4577929155313352E-6,253.0606173790652
-3.453730852896801E-7,-4.084384282935413E-7,-1.4577929155313352E-6,184.31675548711434
-3.4678563519487755E-7,-4.1095297322922855E-7,-1.4577929155313352E-6,184.07874026385377
-3.3853112433321996E-7,-4.254688237239635E-7,-1.4577929155313352E-6,251.64173996557676
-3.578524483183983E-7,-4.306535153421505E-7,-1.4577929155313352E-6,182.94110174624547
-3.585598804610002E-7,-3.9524610889524904E-7,-1.4577929155313352E-6,189.2666055042433
-3.3677241432099085E-7,-3.893996517288408E-7,-1.4577929155313352E-6,184.99237666566736
-3.4925177734970874E-7,-4.1161473877744977E-7,-1.4577929155313352E-6,184.21695935478522
-3.1498494818098154E-7,-3.835531945624327E-7,-1.4577929155313352E-6,252.9715580287335
-3.2746431120969943E-7,-4.057682816110416E-7,-1.4577929155313352E-6,252.79894853056476
-3.399436742384173E-7,-4.2798336865965056E-7,-1.4577929155313352E-6,251.22099952112654
-3.383245212774673E-7,-4.2788054715581247E-7,-1.4577929155313352E-6,310.79277887874844
-3.381323599286209E-7,-4.301236893301642E-7,-1.4577929155313352E-6,253.1072456203143
-3.2584515824874936E-7,-4.0566546010720356E-7,-1.4577929155313352E-6,313.61395769908273
-3.2565299689990297E-7,-4.0790860228155546E-7,-1.4577929155313352E-6,253.4482925384994
-3.133657952200314E-7,-3.834503730585946E-7,-1.457792915531335E-6,314.4813671362529
-3.1317363387118497E-7,-3.8569351523294666E-7,-1.4577929155313352E-6,252.5544898857718
-3.3681854830997467E-7,-4.2778491295139107E-7,-1.4577929155313352E-6,253.15656626030187
-3.243391852812566E-7,-4.055698259027821E-7,-1.4577929155313352E-6,253.3676097712758
-3.118598222525385E-7,-3.8335473885417315E-7,-1.457792915531335E-6,252.3438037113392
-3.492979113386926E-7,-4.5000000000000003E-7,-1.4577929155313352E-6,334.34142725234545
-2.767557679051661E-7,-4.4999999999999993E-7,-1.4577929155313352E-6,190.23598410382849
-2.880120637592335E-7,-4.3012368933016405E-7,-1.4577929155313352E-6,186.84000609704617
-2.655902164950943E-7,-4.301236893301639E-7,-1.4577929155313352E-6,186.892771075644
-3.018159159898598E-7,-4.5E-7,-1.4577929155313352E-6,189.62907697141785
-3.1307221184392726E-7,-4.3012368933016416E-7,-1.4577929155313352E-6,186.14527074530832
-2.9065036457978815E-7,-4.301236893301641E-7,-1.4577929155313352E-6,186.9321351887529
-2.893365529611419E-7,-4.2778491295139097E-7,-1.4577929155313352E-6,186.48251916609934
-3.0059284881520926E-7,-4.0790860228155536E-7,-1.4577929155313352E-6,183.18337086188524
-2.7817100155107036E-7,-4.079086022815553E-7,-1.4577929155313352E-6,183.3239640598198
-3.268760640745535E-7,-4.5000000000000003E-7,-1.4577929155313352E-6,188.2016914421564
-3.157105126644819E-7,-4.3012368933016416E-7,-1.4577929155313352E-6,186.15102090500147
-3.143967010458357E-7,-4.27784912951391E-7,-1.4577929155313352E-6,185.77744937311934
-3.032311496357641E-7,-4.0790860228155536E-7,-1.4577929155313352E-6,183.26516551234977
-3.0191733801711777E-7,-4.0556982590278206E-7,-1.4577929155313352E-6,182.83727754542326
-2.9075178660704617E-7,-3.8569351523294645E-7,-1.4577929155313352E-6,179.86338036102947
-2.8669825214058725E-7,-4.2778491295139097E-7,-1.4577929155313352E-6,186.3143455836224
-3.11758400225281E-7,-4.27784912951391E-7,-1.4577929155313352E-6,185.6956547226548
-2.992790371965629E-7,-4.0556982590278206E-7,-1.4577929155313352E-6,182.67943840418963
-2.741174670846116E-7,-4.4999999999999993E-7,-1.4577929155313352E-6,190.0574760801071
-2.629519156745398E-7,-4.301236893301639E-7,-1.4577929155313352E-6,220.2259307271184
-2.991776151693053E-7,-4.4999999999999993E-7,-1.4577929155313352E-6,189.5369478797111
-2.755327007305155E-7,-4.079086022815553E-7,-1.4577929155313352E-6,224.3072612585357
-3.2423776325399906E-7,-4.5000000000000003E-7,-1.4577929155313352E-6,188.1959412824633
-2.881134857864913E-7,-3.8569351523294645E-7,-1.4577929155313352E-6,227.65456805610728
-2.642764048764481E-7,-4.2778491295139097E-7,-1.4577929155313352E-6,220.6068223315417
-2.7685718993242406E-7,-4.05569825902782E-7,-1.4577929155313352E-6,224.61087576895645
-2.894379749883998E-7,-3.833547388541731E-7,-1.4577929155313352E-6,227.88090547252523
-2.516956198204723E-7,-4.4999999999999993E-7,-1.4577929155313352E-6,259.9620672525621
-2.489886462258583E-7,-4.4999999999999993E-7,-1.4577929155313354E-6,328.47590817940767
-2.4885806280919554E-7,-4.4701467714359263E-7,-1.4577929155313354E-6,286.92540238424385
-2.460371884360561E-7,-4.4730418883633597E-7,-1.4577929155313354E-6,285.5503370727977
-2.6143884786517125E-7,-4.247995900949836E-7,-1.4577929155313352E-6,230.2435163723223
-2.593921045984312E-7,-4.284137190729832E-7,-1.4577929155313354E-6,229.38769401408913
-2.7401963292114675E-7,-4.0258450304637423E-7,-1.4577929155313352E-6,234.23851792212372
-2.719728896544064E-7,-4.0619863202437436E-7,-1.4577929155313352E-6,233.47698890817426
-2.8660041797712245E-7,-3.8036941599776527E-7,-1.4577929155313352E-6,237.65392342978396
-2.8455367471038205E-7,-3.8398354497576546E-7,-1.4577929155313352E-6,236.98668776011834
-9.504678652717255E-8,-3.6468019750451975E-7,-1.4577929155313354E-6,208.6593737509552
-9.963194954958903E-8,-3.6475244721190987E-7,-1.4577929155313354E-6,238.42931601324653
-9.839726843496216E-8,-3.627464540845977E-7,-1.4577929155313354E-6,222.8855843659766
-2.4646330409956094E-9,-3.641493228860323E-7,-1.4577929155313352E-6,222.42473846823404
-1.1488548352963091E-10,-3.587992755728733E-7,-1.4577929155313352E-6,239.38273426960052
9.59175000111881E-10,-3.6289833359989927E-7,-1.4577929155313352E-6,225.0239964754197
-4.345187755604161E-7,-3.5974018524240934E-7,-1.4577929155313352E-6,227.51500856913012
-4.345187755604161E-7,-3.808947902595131E-7,-1.4577929155313352E-6,191.40078012530938
-4.4761874308843747E-7,-3.7359106123557425E-7,-1.4577929155313352E-6,190.4017290071457
-4.190375511208321E-7,-3.683715553602087E-7,-1.4577929155313352E-6,228.23239600882056
-4.190375511208321E-7,-3.895261603773124E-7,-1.4577929155313352E-6,192.5152833998918
-4.321375186488534E-7,-3.822224313533734E-7,-1.4577929155313352E-6,192.1766077527508
-4.345187755604161E-7,-3.847401852424094E-7,-1.4577929155313352E-6,192.2023209944927
-4.3451877556041606E-7,-4.058947902595131E-7,-1.4577929155313352E-6,196.57868467145602
-4.476187430884374E-7,-3.9859106123557427E-7,-1.4577929155313352E-6,195.8746907904677
-4.0355632668124817E-7,-3.7700292547800803E-7,-1.4577929155313352E-6,228.016954509492
-4.1665629420926937E-7,-3.908538014711726E-7,-1.4577929155313352E-6,193.1710707561501
-4.190375511208321E-7,-3.933715553602087E-7,-1.4577929155313352E-6,193.2631900074766
-4.3213751864885334E-7,-4.072224313533734E-7,-1.4577929155313352E-6,197.3008780372989
-4.3451877556041606E-7,-4.0974018524240945E-7,-1.4577929155313352E-6,197.38022554063934
-4.4761874308843747E-7,-4.235910612355743E-7,-1.4577929155313352E-6,201.34765257378967
-4.369000324719788E-7,-3.834125441485491E-7,-1.4577929155313352E-6,191.36008735746324
-4.214188080323948E-7,-3.920439142663484E-7,-1.4577929155313352E-6,192.5409966416337
-4.3690003247197873E-7,-4.084125441485492E-7,-1.4577929155313352E-6,196.59162616520842
-4.369000324719787E-7,-3.5841254414854915E-7,-1.4577929155313352E-6,226.98975368133563
-4.5000000000000003E-7,-3.722634201417141E-7,-1.4577929155313352E-6,189.50586110851776
-4.214188080323948E-7,-3.670439142663484E-7,-1.4577929155313352E-6,227.85062494990524
-4.5000000000000003E-7,-3.9726342014171413E-7,-1.4577929155313352E-6,195.0324571534383
-4.059375835928111E-7,-3.7567528438414763E-7,-1.4577929155313352E-6,227.77866727945755
-4.5000000000000003E-7,-4.2226342014171416E-7,-1.4577929155313352E-6,200.5590531983588
-4.5000000000000003E-7,-3.7610881512461013E-7,-1.4577929155313352E-6,190.36103623929955
-4.5000000000000003E-7,-4.0110881512461015E-7,-1.4577929155313352E-6,195.88763228422008
-4.5000000000000003E-7,-4.261088151246102E-7,-1.4577929155313352E-6,201.4142283291406
-4.5000000000000003E-7,-3.511088151246102E-7,-1.4577929155313352E-6,271.48902104805614
-4.474217778428494E-7,-3.484679574123432E-7,-1.4577929155313352E-6,241.80710409052162
-4.5000000000000003E-7,-3.481719677615787E-7,-1.4577929155313352E-6,273.9161279427895
-3.960295135180882E-7,-3.320092396832688E-7,-1.4577929155313352E-6,193.8347757082676
-3.939419323642891E-7,-3.1414254477805185E-7,-1.4577929155313352E-6,192.59611536046003
-3.985038090210928E-7,-3.5318565372450477E-7,-1.4577929155313352E-6,195.34649225008764
-3.964162278672936E-7,-3.3531895881928785E-7,-1.4577929155313352E-6,194.03718592670208
-3.988358303871972E-7,-3.339699385936106E-7,-1.4577929155313352E-6,194.5289612177948
-4.1398503346067676E-7,-3.445542836067056E-7,-1.4577929155313352E-6,197.23199155962843
-4.118974523068776E-7,-3.266875887014886E-7,-1.4577929155313352E-6,195.71400719573046
-4.009781045240972E-7,-3.7436206776574066E-7,-1.4577929155313352E-6,231.6398039836338
-3.988905233702981E-7,-3.564953728605239E-7,-1.4577929155313352E-6,195.56198929507423
-4.013101258902018E-7,-3.551463526348466E-7,-1.4577929155313352E-6,196.0924211876024
-4.164593289636813E-7,-3.657306976479416E-7,-1.4577929155313352E-6,233.27178051162122
-4.1437174780988214E-7,-3.4786400274272466E-7,-1.4577929155313352E-6,197.48614520605048
-4.1679135032978576E-7,-3.4651498251704735E-7,-1.4577929155313352E-6,197.9879913702074
-4.319405534032655E-7,-3.5709932753014245E-7,-1.4577929155313352E-6,234.26968663795333
-4.2985297224946627E-7,-3.392326326249253E-7,-1.4577929155313352E-6,199.22740244954355
-3.984491160379918E-7,-3.306602194575915E-7,-1.4577929155313352E-6,194.28789439792308
-4.009234115409964E-7,-3.518366334988275E-7,-1.4577929155313352E-6,195.83826754118036
-4.164046359805804E-7,-3.432052633810283E-7,-1.4577929155313352E-6,197.69518112234817
-3.935552180150837E-7,-3.108328256420328E-7,-1.4577929155313352E-6,191.5513384571695
-4.115107379576722E-7,-3.233778695654695E-7,-1.4577929155313352E-6,192.98393067441265
-4.294662579002609E-7,-3.3592291348890645E-7,-1.4577929155313352E-6,194.58235913982924
-3.963615348841927E-7,-3.1279352455237455E-7,-1.4577929155313352E-6,192.08736081035084
-4.1431705482678126E-7,-3.253385684758113E-7,-1.4577929155313352E-6,193.54587202421868
-4.3227257476936967E-7,-3.3788361239924806E-7,-1.4577929155313352E-6,195.17021948625808
-4.03397707044001E-7,-3.7301304754006335E-7,-1.457792915531335E-6,232.03146118604357
-4.188789314835849E-7,-3.6438167742226433E-7,-1.4577929155313352E-6,233.56433713270366
-4.3436015592316894E-7,-3.5575030730446525E-7,-1.4577929155313352E-6,234.46314267770526
-2.821604024844608E-7,-3.454248494443999E-7,-1.4577929155313352E-6,227.270946714435
-2.787381319927549E-7,-3.396347393438749E-7,-1.4577929155313352E-6,230.8201690915381
-2.79517390977513E-7,-3.432132424358163E-7,-1.4577929155313352E-6,228.30864577161003
-2.619218900628588E-7,-3.28489760135383E-7,-1.4577929155313352E-6,237.9382578348724
-2.584996195711529E-7,-3.2269965003485795E-7,-1.4577929155313352E-6,240.96944776043216
