% Model,Meta_Atom1_Loss_Less.mph
% Version,COMSOL 6.1.0.357
% Date,"Mar 7 2024, 17:50"
% Dimension,3
% Nodes,19669
% Expressions,1
% Description,Slice
% X,Y,Z,real(ewfd2.Ey)
-1.0862003399317522E-7,-1.7297365022912207E-7,-4.6750000000000013E-7,-735233.9774223885
-1.1809313326624182E-7,-1.7533844537567616E-7,-4.675000000000002E-7,-789887.5879514157
-1.1747182523608499E-7,-1.717083585858693E-7,-4.675000000000002E-7,-857066.8113786434
-1.1142967405788014E-7,-1.8038075994220568E-7,-4.6750000000000013E-7,-630704.6523476492
-1.241522457971748E-7,-1.7075344674063896E-7,-4.675000000000002E-7,-902496.7713080826
-1.271754870750808E-7,-1.4009922674437874E-7,-4.6750000000000013E-7,-1386397.9942686346
-1.384799237341727E-7,-1.8111066017426522E-7,-4.675000000000002E-7,-650119.459170439
-1.3649117843545084E-7,-1.860733088350048E-7,-4.675000000000001E-7,-573788.3961034291
-1.4391098272548238E-7,-1.8488512857748244E-7,-4.675000000000001E-7,-545845.124281301
-1.4820299036825584E-7,-1.807449323323134E-7,-4.6750000000000013E-7,-589449.3879437058
-1.4197716566310233E-7,-1.7238375935592578E-7,-4.6750000000000013E-7,-804713.7133813056
-1.4163219298310637E-7,-1.7324459267101843E-7,-4.6750000000000013E-7,-789670.0781667269
-1.4254680333413537E-7,-1.7236233274599275E-7,-4.6750000000000013E-7,-792430.0501219733
-1.503056424615348E-7,-1.8386111121058792E-7,-4.675000000000001E-7,-513934.1297698018
-1.4335790079074598E-7,-1.7356439787630669E-7,-4.6750000000000013E-7,-762579.8902722804
-1.481084783090662E-7,-1.8934384132473622E-7,-4.675000000000001E-7,-428956.8805482326
-1.389309121611089E-7,-1.8968905046378463E-7,-4.6750000000000013E-7,-485186.73677184887
-1.3498268180524317E-7,-1.8983756099260464E-7,-4.675000000000001E-7,-483071.50814777956
-1.42194806588211E-7,-1.7184066545334975E-7,-4.6750000000000013E-7,-807932.5094278689
-1.5385917740237629E-7,-1.89127531918634E-7,-4.6750000000000013E-7,-379025.265810675
-1.5553399656335405E-7,-1.937961991492936E-7,-4.6750000000000013E-7,-276419.5765291264
-1.5451638977356627E-7,-1.9884655009418396E-7,-4.675000000000002E-7,-228926.32799675642
-1.5727708208115356E-7,-1.9865516328512123E-7,-4.675000000000001E-7,-217416.09640769102
-1.5276879345218737E-7,-2.075198164496529E-7,-4.6750000000000013E-7,-121436.8927171505
-1.525210298371463E-7,-2.087494595887217E-7,-4.6750000000000013E-7,-104398.02339577265
-1.5346476722926898E-7,-2.0868403437361346E-7,-4.6750000000000013E-7,-95581.86113983803
-1.500431576251812E-7,-2.0296040029277433E-7,-4.675000000000002E-7,-191621.08592897572
-1.4830387050562952E-7,-2.000509383185218E-7,-4.6750000000000013E-7,-235969.25447466143
-1.4646661388589806E-7,-2.091691859546276E-7,-4.675000000000001E-7,-89044.31131436807
-1.5212963561310468E-7,-2.087765932506003E-7,-4.6750000000000013E-7,-105234.05156294556
-1.4871173093432738E-7,-1.9924896188411306E-7,-4.6750000000000013E-7,-248460.76673428208
-1.4915468939224478E-7,-1.983779721541068E-7,-4.6750000000000013E-7,-259721.89365073474
-1.4356428446627853E-7,-2.0937039184959212E-7,-4.6750000000000013E-7,-84148.14493359117
-1.5237675971375227E-7,-2.0946546773775755E-7,-4.6750000000000013E-7,-84779.75660517988
-1.4539679885599106E-7,-2.1447864477641446E-7,-4.6750000000000013E-7,3357.8099600625137
-1.514354756729757E-7,-2.1014152074668356E-7,-4.6750000000000013E-7,-73261.80208465896
-1.5935672057151362E-7,-2.0445229069910066E-7,-4.675000000000002E-7,-135198.6735298659
-1.3841683799822958E-7,-2.194918218150712E-7,-4.675E-7,147009.32944830193
-1.395967193307516E-7,-1.9671705638582766E-7,-4.675000000000002E-7,-310907.6880990588
-1.361274005362386E-7,-1.9972231460009346E-7,-4.6750000000000013E-7,-274736.503629721
-1.37272119267234E-7,-2.096070682075823E-7,-4.675000000000002E-7,-74618.96216459307
-1.3570097401462933E-7,-1.960400815906443E-7,-4.675000000000002E-7,-347933.8262916679
-1.3643809009588948E-7,-2.024051480878426E-7,-4.6750000000000013E-7,-226711.35925161402
-1.238644920975904E-7,-1.866896118701086E-7,-4.6750000000000013E-7,-571750.9080299423
-1.2555019570362688E-7,-1.854140209822852E-7,-4.675000000000002E-7,-605104.8069060035
-1.2270444723091695E-7,-1.8636116251674067E-7,-4.6750000000000013E-7,-574625.7514950634
-1.1768542406888428E-7,-1.8494010117724642E-7,-4.6750000000000013E-7,-573921.3760886069
-1.1347368410578933E-7,-1.8187048368114613E-7,-4.6750000000000013E-7,-604189.1738431179
-1.1042621265659082E-7,-1.8288476404087673E-7,-4.6750000000000013E-7,-574313.3511843621
-1.3320923141081516E-7,-1.7961834247592265E-7,-4.675000000000001E-7,-717827.5277541431
-1.4092949766940514E-7,-1.7273245140677498E-7,-4.6750000000000013E-7,-807935.146603725
-1.262016891598466E-7,-1.7763426169840125E-7,-4.6750000000000013E-7,-764671.8402022105
-1.2314215704840705E-7,-1.8526891604306914E-7,-4.6750000000000013E-7,-610155.7298273812
-1.394815742907396E-7,-1.716771699850563E-7,-4.675000000000002E-7,-828111.7986932108
-1.288457852011672E-7,-1.7103627266141405E-7,-4.675000000000002E-7,-911182.8796489299
-1.4706070604300552E-7,-2.1805525777923017E-7,-4.675000000000002E-7,100673.1210380714
-1.5043753811880786E-7,-2.174940465841907E-7,-4.6750000000000013E-7,86863.16343232057
-1.5570457408778138E-7,-2.166186937433891E-7,-4.675000000000002E-7,66805.64531761443
-1.624582382393862E-7,-2.154962713533102E-7,-4.6750000000000013E-7,43769.41596689241
-1.6291815957592398E-7,-2.1210769909646713E-7,-4.6750000000000013E-7,1891.20345005741
-1.6076126476760524E-7,-2.0747139601577652E-7,-4.675000000000001E-7,-72181.65813437334
-1.6434844213255724E-7,-2.151821297075481E-7,-4.6750000000000013E-7,48601.09382884338
-2.2314578458687124E-7,-2.8358958650539454E-7,-4.675000000000002E-7,-1476487.5385227315
-2.2385617548361557E-7,-2.815216425341354E-7,-4.6750000000000013E-7,-1446639.053794033
-2.2044588895163088E-7,-2.829198312748241E-7,-4.6750000000000013E-7,-1422990.7592388575
-2.1353638064757076E-7,-2.8120580971528264E-7,-4.6750000000000013E-7,-1240861.9361593453
-2.1548325165536547E-7,-2.7553847897971275E-7,-4.6750000000000013E-7,-1227023.6259353529
-2.061371465633358E-7,-2.793703033107211E-7,-4.675000000000001E-7,-1030116.6065797033
-2.0650604289071365E-7,-2.7131438553286253E-7,-4.6750000000000013E-7,-998442.7184416692
-2.078632292185004E-7,-2.7009332726648345E-7,-4.6750000000000013E-7,-1017393.8821226524
-2.0699914234219684E-7,-2.6987897575692227E-7,-4.6750000000000013E-7,-1004821.4981315705
-2.2061594245208676E-7,-2.792062214721799E-7,-4.6750000000000013E-7,-1380102.1840046789
-2.2866664417904E-7,-2.8495913003175786E-7,-4.675000000000002E-7,-1577186.5275114751
-2.039269767082703E-7,-2.7882203292517064E-7,-4.675000000000002E-7,-950776.4553866966
-2.0711032782711534E-7,-2.6955531542529004E-7,-4.675000000000002E-7,-996239.3337925462
-1.9044419697133395E-7,-2.638287236029903E-7,-4.6750000000000013E-7,-396998.7519075222
-1.8859682127689877E-7,-2.6259372711025107E-7,-4.675000000000001E-7,-324506.2509381539
-1.8746212986876215E-7,-2.6416892892141143E-7,-4.675000000000002E-7,-305758.5667053812
-1.9319993487660266E-7,-2.7428754527539073E-7,-4.6750000000000013E-7,-602285.4176561432
-1.9464708839069653E-7,-2.7412244861420493E-7,-4.6750000000000013E-7,-658752.0594748491
-1.8495802708508957E-7,-2.676451756012469E-7,-4.675000000000002E-7,-243806.61898552426
-1.8306621639054375E-7,-2.702714258848503E-7,-4.6750000000000013E-7,-192624.2151926727
-1.720923995013323E-7,-2.659223649890268E-7,-4.6750000000000013E-7,195936.26492858457
-1.8088113130025136E-7,-2.6491971374164514E-7,-4.675000000000002E-7,-98651.86706583391
-1.7459766368532285E-7,-2.6071912774819916E-7,-4.675000000000002E-7,144893.22227161302
-1.7112554804669104E-7,-2.65539189663987E-7,-4.6750000000000013E-7,230814.0216052652
-1.8297680747941247E-7,-2.588366692741278E-7,-4.675000000000002E-7,-123464.53199437528
-1.78236457877132E-7,-2.556676792572033E-7,-4.6750000000000013E-7,53836.21779908624
-1.775133946385058E-7,-2.566714504278496E-7,-4.675000000000002E-7,68101.23444003743
-1.8945406298235851E-7,-2.614036866487128E-7,-4.675000000000002E-7,-332710.70470874617
-1.9352689357097E-7,-2.7137886656967985E-7,-4.675000000000001E-7,-591256.7238667505
-1.950068847343965E-7,-2.7500366210571353E-7,-4.6750000000000013E-7,-661868.6361336356
-1.6986613711402722E-7,-2.6504006935841626E-7,-4.6750000000000013E-7,267993.57373727625
-2.0351389560438995E-7,-2.711742439741293E-7,-4.6750000000000013E-7,-904732.6215265437
-2.0668758866350845E-7,-2.6974561082314323E-7,-4.6750000000000013E-7,-993533.591237448
-1.9514296578361646E-7,-2.7444058237225124E-7,-4.6750000000000013E-7,-666538.8647786176
-1.975312012231733E-7,-2.724212661016847E-7,-4.6750000000000013E-7,-714912.6911195611
-1.9553018046950006E-7,-2.7283835529236154E-7,-4.6750000000000013E-7,-664123.2486180596
-1.971551328946007E-7,-2.6611458454206646E-7,-4.675000000000002E-7,-638251.923040664
-1.967325702476943E-7,-2.6786307534188833E-7,-4.675000000000001E-7,-644539.1961008483
-2.006737985711635E-7,-2.6453066248686603E-7,-4.6750000000000013E-7,-713702.5316889763
-2.088358368237127E-7,-2.608565332594962E-7,-4.675000000000001E-7,-906231.0996114712
-2.0822642565026829E-7,-2.6337817079153344E-7,-4.675000000000002E-7,-928627.9230939321
-2.1391038421830904E-7,-2.585722333920781E-7,-4.675000000000002E-7,-964032.9205140835
-1.9920879889518984E-7,-2.6689685045564305E-7,-4.675000000000001E-7,-707072.0171445123
-2.117975917645347E-7,-2.6198470109881743E-7,-4.6750000000000013E-7,-983623.4699238798
-1.9132489479358465E-7,-2.625481117401295E-7,-4.6750000000000013E-7,-402878.42810996936
-1.7530824858950364E-7,-2.8336002144630043E-7,-4.6750000000000013E-7,225400.58840652846
-1.7771406679742697E-7,-2.8233944919420844E-7,-4.675000000000002E-7,119626.58338837622
-1.7500817510851683E-7,-2.820815270926494E-7,-4.6750000000000013E-7,237342.17317190085
-1.8515756666195006E-7,-2.79181841776007E-7,-4.675000000000002E-7,-213467.37769178982
-1.9364323835114828E-7,-2.7558213460036223E-7,-4.6750000000000013E-7,-591105.8298820403
-1.8409916373112892E-7,-2.7467240573223335E-7,-4.675000000000002E-7,-189723.18357378233
-1.7321689831809733E-7,-2.744496055551438E-7,-4.675000000000002E-7,241021.3418739808
-1.747846331208942E-7,-2.737845567026976E-7,-4.6750000000000013E-7,175096.62804836698
-1.730213575087419E-7,-2.736164835483367E-7,-4.6750000000000013E-7,242958.20200810782
-1.7529428305197866E-7,-2.752728991095119E-7,-4.6750000000000013E-7,161533.8018321553
-1.7115569880650638E-7,-2.8171431402640094E-7,-4.6750000000000013E-7,382206.8525753883
-1.7051091796026688E-7,-2.733771916924086E-7,-4.6750000000000013E-7,330758.0330005286
-1.706771794295506E-7,-2.755269798210914E-7,-4.6750000000000013E-7,347728.1488236769
-1.6994351813103674E-7,-2.6604061862860553E-7,-4.6750000000000013E-7,285911.057823424
-1.7141084072806426E-7,-2.850133410135771E-7,-4.6750000000000013E-7,412404.8071167405
-1.4380744732478183E-7,-2.695972320544105E-7,-4.675000000000002E-7,1162801.1974246763
-1.4251054363645424E-7,-2.727164942401254E-7,-4.675000000000002E-7,1261159.397635778
-1.436731337935938E-7,-2.732600563169448E-7,-4.6750000000000013E-7,1225843.8256420637
-1.385650046474708E-7,-2.708717810762876E-7,-4.6750000000000013E-7,1268303.9224965419
-1.4144667643829677E-7,-2.752752661456277E-7,-4.675000000000002E-7,1296653.8137206687
-1.4915678867289326E-7,-2.682966936980389E-7,-4.6750000000000013E-7,1007025.805716173
-1.3619705733517555E-7,-2.8002679843448214E-7,-4.675000000000001E-7,1464730.59948491
-1.3651448564121065E-7,-2.7137030574401163E-7,-4.6750000000000013E-7,1313605.4714776534
-1.5221077824906247E-7,-2.7528750559138334E-7,-4.675000000000002E-7,1004921.6207232967
-1.4252755039426123E-7,-2.815301116289384E-7,-4.675000000000002E-7,1328060.3218634627
-1.5260624963466756E-7,-2.7619276934458626E-7,-4.6750000000000013E-7,1008776.104805709
-1.5520331202841918E-7,-2.845402467853243E-7,-4.6750000000000013E-7,1030221.8714545296
-1.5605571059644183E-7,-2.8408884499113357E-7,-4.6750000000000013E-7,1001721.7149924176
-1.5451641457605922E-7,-2.8056528059830194E-7,-4.675000000000001E-7,1006985.523066694
-1.458402700967558E-7,-2.823167889369796E-7,-4.6750000000000013E-7,1269022.1113542172
-1.5548348285833604E-7,-2.846067794394769E-7,-4.6750000000000013E-7,1022748.2748006165
-1.5637439905985464E-7,-2.8481834685901234E-7,-4.6750000000000013E-7,1002940.4116847776
-1.3221766630234466E-7,-2.763187945323512E-7,-4.675000000000002E-7,1458609.118790195
-1.9478685636532138E-7,-2.764214302964272E-7,-4.6750000000000013E-7,-629692.6313595604
-1.9356927179982E-7,-2.842670216341617E-7,-4.675000000000001E-7,-534051.5851413347
-1.9703026115749604E-7,-2.8289632400926954E-7,-4.675000000000002E-7,-642335.0536677997
-1.9221663751625677E-7,-2.92982815279161E-7,-4.6750000000000013E-7,-432203.5488271254
-1.921316588652435E-7,-2.9353038116260985E-7,-4.6750000000000013E-7,-426241.1116541215
-1.9237321104578186E-7,-2.9343471632058504E-7,-4.6750000000000013E-7,-429545.61841273995
-2.0243156272416147E-7,-2.807571809886952E-7,-4.6750000000000013E-7,-888392.8893799516
-1.9275018307208407E-7,-2.932854195133131E-7,-4.6750000000000013E-7,-469114.43947236077
-1.9819058500941573E-7,-2.8624523974657304E-7,-4.675000000000001E-7,-705746.6718250525
-1.9245419331056124E-7,-2.9366844656797544E-7,-4.6750000000000013E-7,-456822.16561933473
-1.9202379574507352E-7,-2.942254047242117E-7,-4.6750000000000013E-7,-444471.21212482464
-1.8956801655528041E-7,-2.814807779648331E-7,-4.6750000000000013E-7,-382050.3743986266
-1.8518619439761163E-7,-2.87823207282627E-7,-4.6750000000000013E-7,-163547.87517992844
-1.9127846845111244E-7,-2.93892313107237E-7,-4.6750000000000013E-7,-408338.3162396952
-1.8371995372737355E-7,-2.884452013044551E-7,-4.675000000000001E-7,-99441.46764680123
-1.8395653598748678E-7,-2.869207669586224E-7,-4.6750000000000013E-7,-117548.88449358012
-1.8134465458958843E-7,-2.8945282706040703E-7,-4.675000000000002E-7,1692.9945217342902
-1.83419660648484E-7,-2.903801607686854E-7,-4.6750000000000013E-7,-83889.90110128978
-1.7481552555189442E-7,-2.865349168131592E-7,-4.675000000000001E-7,262531.6243948332
-1.6426301145675424E-7,-2.7885787883616247E-7,-4.6750000000000013E-7,637290.7545498097
-1.6583764560783234E-7,-2.7804016602209706E-7,-4.6750000000000013E-7,559861.6219570792
-1.6377634617522677E-7,-2.7661605104737875E-7,-4.6750000000000013E-7,626288.5026792157
-1.6233797907100935E-7,-2.699902006588195E-7,-4.675000000000001E-7,608267.9265225346
-1.6420508663539962E-7,-2.690206054169057E-7,-4.6750000000000013E-7,523527.17215405416
-1.6176092031241205E-7,-2.6733197454348187E-7,-4.675000000000001E-7,592887.6539134013
-1.6579177203804144E-7,-2.8590012755127564E-7,-4.6750000000000013E-7,674412.440212035
-1.6041294668526446E-7,-2.6112252248147654E-7,-4.675000000000001E-7,562285.0915238683
-1.6866519294087058E-7,-2.0423873104348607E-7,-4.6750000000000013E-7,-64058.56844739536
-1.6670933918307897E-7,-2.0180473223917172E-7,-4.6750000000000013E-7,-104396.63136970953
-1.669302665727831E-7,-2.0338810014857126E-7,-4.6750000000000013E-7,-85280.91339869142
-1.7125480348208174E-7,-2.133602514669093E-7,-4.675000000000002E-7,-5590.701379374202
-1.677053517182899E-7,-2.0894306980666297E-7,-4.6750000000000013E-7,-69550.25775415468
-1.6810628717163412E-7,-2.118165402777351E-7,-4.6750000000000013E-7,-8422.571909026838
-1.6084358054325243E-7,-2.0040381027921342E-7,-4.675000000000001E-7,-171527.02811177896
-1.6004576399786658E-7,-1.9759361940414918E-7,-4.6750000000000013E-7,-184288.9198456678
-1.6611770179202438E-7,-1.9526556995501514E-7,-4.6750000000000013E-7,-134699.41837826627
-1.65754245973932E-7,-1.9495966001940733E-7,-4.6750000000000013E-7,-161518.09245244597
-1.6889259960432762E-7,-2.0503973740800917E-7,-4.6750000000000013E-7,-52861.095670343566
-1.5825397000204125E-7,-1.912822898557902E-7,-4.675000000000002E-7,-315259.59011403605
-1.6282066181016985E-7,-2.073677868571432E-7,-4.675000000000001E-7,-74888.27982245575
-1.660755823996594E-7,-1.951172106200628E-7,-4.6750000000000013E-7,-164044.70684939373
-1.716674974166309E-7,-2.1481390486100317E-7,-4.6750000000000013E-7,38659.319851589666
-1.7791077105453902E-7,-2.0977992549451388E-7,-4.6750000000000013E-7,9690.97565077397
-1.759791763819927E-7,-2.039955991216986E-7,-4.6750000000000013E-7,-33723.88628794933
-1.741869653180703E-7,-2.07548120037901E-7,-4.6750000000000013E-7,-32123.59542959823
-1.7252569190786175E-7,-2.141219388169298E-7,-4.6750000000000013E-7,13470.396147748856
-1.7186646275189473E-7,-2.1214782041269852E-7,-4.6750000000000013E-7,-7992.743559666269
-1.6936549035824982E-7,-2.0465844348499513E-7,-4.6750000000000013E-7,-54823.995899253634
-1.690022354367161E-7,-2.0357064538089674E-7,-4.6750000000000013E-7,-68259.90506522382
-1.7262129406704978E-7,-2.020332744403576E-7,-4.675000000000001E-7,-51682.23310544812
-1.791248863420752E-7,-2.088009789257E-7,-4.6750000000000013E-7,13576.78088645015
-1.771191271540589E-7,-2.0173598860889264E-7,-4.6750000000000013E-7,-37000.38022964928
-1.7539619187935302E-7,-2.118074418933516E-7,-4.6750000000000013E-7,10329.60069272981
-1.7159735477685914E-7,-1.9842659961447768E-7,-4.675000000000002E-7,-104077.39700427794
-1.747505695049271E-7,-2.0031643016257922E-7,-4.6750000000000013E-7,-51376.42331578541
-1.662052888086379E-7,-1.951949481530605E-7,-4.6750000000000013E-7,-158261.73153967352
-1.7904028628649547E-7,-2.140121748876498E-7,-4.6750000000000013E-7,-9186.454520997788
-1.7519617425366074E-7,-2.241281317106825E-7,-4.6750000000000013E-7,-10624.346541406616
-1.8002748818454905E-7,-2.1141430789235267E-7,-4.6750000000000013E-7,-3796.947181567288
-1.775301890291188E-7,-2.179860649625802E-7,-4.6750000000000013E-7,-19841.405845732086
-1.7690264087066418E-7,-1.9953877062762284E-7,-4.675000000000002E-7,-38412.63079584728
-1.711045196872394E-7,-1.9342459161779182E-7,-4.675000000000002E-7,-134735.2191152961
-1.781267751389294E-7,-1.990964248481383E-7,-4.6750000000000013E-7,-21445.20626007697
-1.7389128433739085E-7,-1.924175831438291E-7,-4.675000000000001E-7,-88050.97262236157
-1.7662586853121185E-7,-1.967296819804036E-7,-4.675000000000002E-7,-33954.18744394399
-1.7047444225887157E-7,-1.8702964855953874E-7,-4.675000000000001E-7,-142474.87370469957
-1.6965579353585235E-7,-1.8573874143951992E-7,-4.675000000000002E-7,-177399.3759971377
-9.729453145573565E-8,-1.8682139121816005E-7,-4.6750000000000013E-7,-285248.6361682974
-9.766129508078487E-8,-1.8903880271032614E-7,-4.6750000000000013E-7,-271667.51799925405
-1.0188171543350403E-7,-1.8695617134870534E-7,-4.6750000000000013E-7,-382076.4421665013
-9.679997202684092E-8,-1.8946383582426112E-7,-4.6750000000000013E-7,-245488.49197578192
-9.776739638234866E-8,-1.8968027920731996E-7,-4.6750000000000013E-7,-276277.2133458222
-9.66168929530545E-8,-1.904420323417112E-7,-4.675000000000001E-7,-235494.09144039467
-1.6850763295281302E-7,-2.2058976248032848E-7,-4.675000000000002E-7,21408.94123245543
-1.509347570995586E-7,-2.5048408840085136E-7,-4.6750000000000013E-7,669002.7138279832
-1.5612614700780806E-7,-2.463047495111565E-7,-4.675000000000001E-7,480341.91479127714
-1.5240764988359785E-7,-2.453091615054103E-7,-4.675000000000001E-7,532683.8315532552
-1.435678831698058E-7,-2.4452019407535516E-7,-4.675000000000002E-7,681865.2554838834
-1.450386127316198E-7,-2.4333618028279727E-7,-4.6750000000000013E-7,607617.4281025336
-1.439851561924749E-7,-2.4305412851297897E-7,-4.6750000000000013E-7,606110.6373266845
-1.5532651771754058E-7,-2.3505388167663398E-7,-4.6750000000000013E-7,337420.90906102315
-1.5856873566725437E-7,-2.3244372759351003E-7,-4.6750000000000013E-7,251043.91956267267
-1.5624639457264396E-7,-2.3182194549665373E-7,-4.6750000000000013E-7,273623.6585934281
-1.5971992396427762E-7,-2.386105884744377E-7,-4.6750000000000013E-7,315126.03122404317
-1.544957777177042E-7,-2.5336693271989975E-7,-4.6750000000000013E-7,639574.0360135231
