File Name,Rating
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,=
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,-
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,=
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,=
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,0
../optimized_L540_0.086_100_center_plane_v2/data_trefoil_optimized.csv,=
