"[[0, 0, 0], [32, 32, 64], [12, 16, 55], [12, 17, 54], [12, 18, 53], [12, 14, 55], [12, 18, 52], [12, 19, 51], [12, 20, 49], [12, 20, 50], [12, 22, 47], [12, 21, 48], [12, 23, 46], [12, 24, 45], [13, 14, 53], [13, 25, 44], [13, 26, 43], [13, 26, 44], [13, 12, 52], [14, 27, 42], [14, 13, 51], [14, 13, 49], [14, 28, 41], [14, 13, 50], [15, 29, 40], [15, 12, 48], [15, 13, 47], [15, 29, 39], [15, 18, 17], [15, 18, 18], [15, 19, 17], [15, 29, 38], [16, 29, 37], [16, 12, 48], [16, 12, 46], [16, 16, 19], [16, 17, 20], [16, 29, 36], [16, 13, 35], [16, 13, 45], [16, 15, 20], [16, 15, 22], [16, 16, 20], [16, 19, 18], [16, 30, 35], [17, 12, 44], [17, 17, 18], [17, 19, 17], [17, 30, 34], [17, 30, 33], [17, 12, 34], [17, 16, 19], [17, 30, 32], [18, 13, 42], [18, 13, 41], [18, 30, 31], [18, 10, 35], [18, 12, 33], [18, 13, 43], [18, 14, 38], [18, 20, 19], [18, 30, 30], [18, 9, 36], [18, 14, 40], [18, 30, 29], [19, 11, 34], [19, 12, 32], [19, 16, 21], [19, 30, 28], [19, 11, 33], [19, 14, 39], [19, 15, 39], [19, 16, 23], [19, 16, 22], [19, 30, 27], [19, 14, 37], [19, 15, 38], [19, 16, 19], [19, 17, 20], [19, 19, 20], [19, 30, 26], [19, 30, 25], [20, 12, 32], [20, 15, 37], [20, 20, 19], [20, 16, 35], [20, 18, 18], [20, 30, 24], [20, 12, 31], [20, 15, 32], [20, 15, 34], [20, 19, 18], [20, 20, 19], [20, 21, 27], [20, 29, 22], [20, 30, 23], [20, 15, 33], [20, 20, 30], [20, 21, 25], [20, 21, 26], [21, 9, 35], [21, 20, 31], [21, 30, 21], [21, 13, 30], [21, 19, 32], [21, 29, 20], [21, 15, 31], [21, 22, 25], [22, 16, 32], [22, 22, 24], [22, 22, 23], [22, 28, 19], [22, 23, 22], [22, 27, 19], [22, 28, 18], [22, 24, 21], [22, 24, 20], [22, 26, 19], [22, 27, 18], [23, 20, 26]]"
"[[1, 0, 0], [32, 32, 64], [12, 16, 8], [12, 18, 7], [12, 18, 6], [12, 21, 8], [12, 20, 6], [12, 20, 8], [12, 20, 7], [12, 21, 13], [12, 24, 15], [12, 27, 15], [12, 16, 9], [12, 16, 12], [12, 22, 13], [12, 22, 14], [12, 22, 9], [12, 23, 16], [12, 24, 17], [12, 24, 16], [12, 25, 17], [12, 28, 16], [13, 16, 10], [13, 21, 11], [13, 21, 12], [13, 21, 10], [13, 29, 17], [13, 15, 15], [13, 16, 11], [13, 15, 13], [13, 15, 12], [13, 29, 18], [14, 15, 14], [14, 18, 45], [14, 30, 19], [14, 31, 19], [14, 14, 20], [14, 15, 15], [14, 14, 16], [14, 14, 17], [14, 17, 46], [14, 31, 20], [15, 12, 28], [15, 17, 45], [15, 31, 21], [15, 14, 18], [15, 14, 19], [15, 19, 45], [15, 16, 45], [15, 31, 24], [15, 31, 22], [16, 14, 20], [16, 15, 45], [16, 31, 25], [16, 12, 28], [16, 14, 21], [16, 14, 22], [16, 31, 27], [16, 14, 23], [16, 20, 44], [16, 31, 26], [16, 31, 28], [17, 31, 29], [17, 20, 44], [17, 31, 30], [17, 31, 31], [17, 11, 30], [17, 13, 30], [17, 15, 21], [17, 30, 33], [17, 31, 32], [18, 14, 25], [18, 30, 34], [18, 30, 35], [18, 12, 31], [18, 13, 31], [18, 14, 24], [18, 17, 45], [18, 19, 45], [18, 30, 36], [18, 12, 32], [18, 30, 37], [18, 30, 38], [19, 13, 32], [19, 15, 26], [19, 15, 27], [19, 30, 40], [19, 30, 39], [19, 30, 41], [19, 15, 26], [19, 30, 42], [20, 16, 26], [20, 29, 43], [20, 21, 37], [20, 22, 38], [20, 29, 45], [20, 29, 44], [20, 20, 32], [20, 21, 33], [20, 21, 34], [20, 21, 36], [20, 21, 39], [20, 20, 31], [20, 22, 37], [20, 23, 41], [20, 27, 46], [21, 19, 30], [21, 22, 40], [21, 23, 39], [21, 24, 42], [21, 24, 43], [21, 25, 44], [21, 26, 45], [21, 26, 46]]"
"[[2, 0, 0], [32, 32, 64], [10, 14, 3], [10, 16, 1], [11, 16, 0], [11, 21, 5], [11, 15, 2], [11, 16, 1], [11, 20, 0], [11, 21, 1], [11, 21, 2], [11, 21, 4], [11, 22, 3], [11, 22, 5], [11, 24, 8], [11, 26, 9], [11, 15, 3], [11, 22, 6], [11, 23, 7], [11, 26, 10], [12, 14, 4], [12, 28, 11], [12, 28, 12], [12, 14, 5], [12, 14, 6], [12, 28, 13], [12, 12, 26], [12, 14, 7], [12, 29, 14], [12, 29, 15], [13, 13, 8], [13, 13, 9], [13, 30, 16], [13, 13, 10], [13, 13, 11], [13, 13, 13], [13, 30, 17], [14, 12, 27], [14, 12, 28], [14, 13, 27], [14, 14, 12], [14, 14, 17], [14, 31, 19], [14, 13, 14], [14, 13, 26], [14, 13, 18], [14, 13, 20], [14, 31, 18], [14, 13, 21], [14, 13, 24], [14, 13, 23], [14, 13, 15], [14, 14, 16], [14, 31, 20], [15, 12, 22], [15, 13, 25], [15, 14, 19], [15, 31, 21], [15, 12, 27], [15, 17, 45], [15, 31, 24], [15, 31, 22], [16, 31, 23], [16, 31, 25], [16, 10, 30], [16, 16, 45], [16, 16, 46], [16, 17, 46], [16, 17, 45], [16, 31, 26], [16, 31, 27], [16, 18, 44], [16, 30, 28], [16, 30, 29], [16, 30, 30], [17, 10, 31], [17, 16, 46], [17, 30, 32], [17, 30, 31], [17, 18, 44], [17, 30, 33], [17, 11, 32], [17, 17, 46], [17, 29, 37], [17, 29, 36], [17, 30, 34], [17, 30, 35], [18, 29, 38], [18, 29, 39], [18, 11, 33], [18, 12, 28], [18, 29, 41], [18, 29, 40], [18, 12, 33], [18, 13, 26], [18, 13, 32], [18, 13, 31], [18, 29, 42], [18, 29, 43], [19, 8, 27], [19, 29, 44], [19, 28, 45], [19, 28, 46], [19, 28, 48], [20, 28, 49], [20, 28, 47], [20, 15, 31], [20, 28, 50], [20, 20, 40], [20, 27, 49], [20, 18, 33], [20, 18, 34], [20, 20, 37], [20, 20, 38], [20, 20, 39], [20, 20, 41], [20, 21, 43], [20, 22, 45], [20, 24, 47], [20, 24, 48], [20, 24, 49], [21, 17, 32], [21, 18, 35], [21, 21, 42], [21, 22, 44], [21, 23, 46], [21, 26, 49]]"
"[[3, 0, 0], [32, 32, 64], [11, 23, 61], [11, 24, 62], [11, 21, 55], [11, 24, 53], [11, 24, 61], [11, 24, 62], [11, 29, 52], [11, 20, 54], [11, 22, 55], [11, 24, 54], [11, 27, 50], [11, 31, 52], [12, 20, 54], [12, 23, 54], [12, 23, 53], [12, 23, 55], [12, 25, 51], [12, 27, 52], [12, 28, 52], [12, 31, 51], [12, 20, 52], [12, 20, 53], [12, 24, 52], [12, 28, 51], [12, 29, 51], [12, 30, 51], [12, 20, 51], [12, 25, 51], [12, 25, 52], [12, 28, 49], [12, 28, 50], [12, 28, 49], [12, 31, 50], [12, 26, 50], [13, 19, 50], [13, 19, 48], [13, 19, 49], [13, 18, 47], [14, 18, 46], [14, 18, 45], [15, 18, 44], [15, 22, 20], [15, 15, 34], [15, 17, 42], [15, 18, 26], [15, 21, 21], [15, 21, 19], [15, 22, 18], [16, 18, 43], [16, 20, 20], [16, 21, 20], [16, 17, 40], [16, 18, 41], [16, 19, 23], [16, 19, 24], [16, 19, 25], [16, 20, 22], [16, 21, 21], [16, 22, 19], [17, 20, 25], [17, 24, 17], [17, 17, 33], [17, 18, 39], [17, 19, 40], [17, 13, 36], [17, 15, 35], [18, 14, 35], [18, 18, 38], [18, 19, 27], [18, 24, 18], [18, 15, 34], [18, 17, 32], [18, 19, 38], [18, 21, 21], [18, 23, 18], [18, 16, 33], [18, 19, 39], [18, 19, 38], [19, 19, 36], [19, 19, 37], [19, 22, 19], [19, 22, 20], [19, 24, 17], [19, 16, 32], [19, 17, 31], [19, 19, 32], [19, 19, 34], [19, 20, 36], [19, 21, 22], [20, 19, 33], [20, 17, 30], [20, 18, 30], [21, 15, 29], [21, 19, 31], [21, 26, 27], [22, 25, 31], [22, 25, 29], [22, 25, 30], [22, 26, 28], [22, 27, 25], [22, 20, 32], [22, 24, 32], [22, 27, 26], [22, 27, 24], [22, 28, 23], [22, 28, 20], [22, 28, 22], [22, 28, 21], [22, 29, 20], [23, 29, 18], [23, 29, 19], [23, 30, 17]]"
"[[4, 0, 0], [32, 32, 64], [12, 16, 55], [12, 17, 54], [12, 18, 53], [12, 19, 52], [12, 19, 51], [12, 20, 50], [12, 21, 48], [12, 22, 47], [12, 23, 46], [12, 24, 45], [13, 15, 55], [13, 20, 49], [13, 25, 44], [13, 26, 43], [13, 26, 43], [13, 15, 54], [13, 15, 53], [13, 27, 42], [14, 15, 52], [14, 28, 41], [14, 14, 51], [14, 29, 40], [15, 14, 50], [15, 14, 49], [15, 30, 39], [15, 14, 48], [15, 31, 38], [16, 19, 18], [16, 30, 37], [16, 14, 47], [16, 15, 46], [16, 19, 19], [16, 31, 36], [16, 14, 45], [16, 16, 21], [16, 17, 22], [16, 17, 20], [16, 31, 35], [17, 17, 19], [17, 19, 20], [17, 31, 34], [17, 15, 44], [17, 31, 33], [17, 15, 43], [17, 31, 31], [17, 31, 32], [18, 15, 24], [18, 15, 42], [18, 16, 24], [18, 31, 29], [18, 31, 30], [18, 16, 26], [18, 31, 28], [19, 15, 41], [19, 15, 40], [19, 31, 26], [19, 31, 27], [19, 15, 26], [19, 18, 21], [19, 19, 20], [19, 31, 25], [19, 13, 30], [19, 16, 39], [19, 17, 22], [19, 20, 19], [19, 31, 24], [20, 16, 38], [20, 19, 19], [20, 31, 23], [20, 16, 25], [20, 17, 37], [20, 31, 22], [20, 16, 36], [20, 31, 21], [20, 17, 35], [20, 22, 27], [20, 30, 20], [21, 17, 34], [21, 21, 29], [21, 22, 26], [21, 30, 19], [21, 21, 30], [21, 21, 28], [21, 22, 25], [21, 23, 24], [21, 30, 18], [21, 20, 31], [21, 23, 23], [21, 23, 22], [21, 30, 17], [22, 20, 32], [22, 24, 21], [22, 24, 20], [22, 25, 19], [22, 19, 33], [22, 25, 18], [22, 26, 17]]"
"[[5, 0, 0], [32, 32, 64], [12, 18, 7], [12, 18, 6], [12, 21, 15], [12, 29, 17], [12, 18, 8], [12, 20, 8], [12, 20, 7], [12, 22, 14], [12, 16, 8], [12, 20, 12], [12, 22, 9], [12, 22, 13], [12, 24, 14], [12, 24, 15], [12, 25, 15], [12, 25, 16], [12, 25, 17], [12, 27, 15], [12, 27, 17], [13, 20, 11], [13, 21, 10], [13, 28, 16], [13, 15, 11], [13, 16, 9], [13, 16, 10], [13, 28, 17], [14, 14, 14], [14, 14, 12], [14, 29, 18], [14, 30, 19], [14, 14, 13], [14, 14, 17], [14, 16, 46], [14, 30, 21], [14, 14, 16], [14, 18, 46], [14, 30, 20], [15, 14, 15], [15, 16, 44], [15, 17, 45], [15, 30, 23], [15, 13, 21], [15, 13, 19], [15, 13, 18], [15, 14, 17], [15, 30, 22], [15, 30, 24], [15, 8, 26], [15, 11, 26], [16, 30, 26], [16, 30, 27], [16, 31, 25], [16, 11, 28], [16, 12, 27], [16, 13, 20], [16, 18, 45], [16, 18, 46], [16, 30, 29], [16, 31, 28], [16, 12, 23], [16, 13, 22], [16, 13, 24], [16, 15, 38], [16, 30, 30], [17, 12, 27], [17, 17, 46], [17, 18, 46], [17, 30, 31], [17, 30, 32], [17, 10, 28], [17, 13, 23], [17, 13, 24], [17, 16, 44], [17, 30, 33], [17, 8, 26], [17, 13, 19], [17, 30, 34], [17, 30, 35], [18, 30, 36], [18, 16, 20], [18, 18, 45], [18, 30, 37], [18, 30, 38], [18, 14, 23], [18, 29, 40], [18, 29, 41], [18, 30, 39], [19, 15, 26], [19, 15, 24], [19, 29, 42], [19, 15, 25], [19, 29, 43], [19, 15, 27], [19, 29, 44], [19, 29, 45], [20, 14, 31], [20, 15, 30], [20, 20, 37], [20, 20, 39], [20, 21, 38], [20, 28, 47], [20, 28, 46], [20, 20, 34], [20, 20, 36], [20, 21, 40], [20, 21, 41], [20, 22, 43], [20, 27, 48], [20, 20, 33], [20, 21, 42], [21, 19, 32], [21, 22, 44], [21, 22, 45], [21, 19, 31], [21, 23, 46], [21, 24, 47], [21, 25, 48], [21, 15, 31]]"
"[[6, 0, 0], [32, 32, 64], [11, 16, 56], [11, 18, 54], [12, 14, 56], [12, 17, 54], [12, 17, 55], [12, 19, 53], [12, 19, 51], [12, 20, 50], [12, 21, 49], [12, 18, 52], [12, 21, 48], [12, 22, 49], [12, 14, 55], [12, 24, 47], [12, 25, 47], [12, 25, 45], [12, 14, 54], [12, 26, 46], [13, 14, 53], [13, 26, 45], [13, 27, 43], [13, 27, 44], [13, 13, 52], [13, 28, 42], [14, 13, 51], [14, 13, 50], [14, 29, 41], [14, 13, 49], [14, 29, 40], [15, 30, 39], [15, 13, 48], [15, 13, 46], [15, 13, 47], [15, 30, 38], [16, 30, 37], [16, 10, 36], [16, 11, 36], [16, 13, 45], [16, 17, 20], [16, 19, 19], [16, 30, 36], [16, 14, 43], [16, 18, 21], [16, 30, 35], [17, 16, 22], [17, 19, 20], [17, 30, 34], [17, 9, 37], [17, 13, 44], [17, 20, 19], [17, 30, 33], [17, 10, 36], [17, 14, 41], [17, 14, 42], [17, 30, 32], [18, 18, 21], [18, 30, 31], [18, 30, 30], [18, 14, 40], [18, 19, 20], [18, 30, 28], [18, 30, 29], [19, 14, 39], [19, 30, 27], [19, 30, 26], [19, 15, 37], [19, 15, 38], [19, 30, 25], [20, 30, 24], [20, 15, 36], [20, 30, 23], [20, 30, 22], [20, 30, 21], [21, 16, 34], [21, 29, 20], [21, 29, 19], [21, 20, 30], [21, 21, 28], [21, 21, 29], [21, 21, 27], [22, 19, 32], [22, 20, 31], [22, 22, 26], [22, 22, 25], [22, 22, 24], [22, 28, 18], [22, 19, 33], [22, 23, 23], [22, 23, 22], [22, 24, 21], [22, 24, 20], [22, 25, 19], [22, 26, 18]]"
"[[7, 0, 0], [32, 32, 64], [14, 27, 20], [14, 20, 12], [14, 27, 20], [14, 30, 20], [14, 17, 10], [14, 18, 10], [14, 18, 48], [14, 19, 11], [14, 21, 12], [14, 21, 13], [14, 21, 14], [14, 21, 15], [14, 22, 16], [14, 22, 17], [14, 24, 19], [14, 27, 21], [14, 28, 20], [15, 16, 12], [15, 17, 11], [15, 17, 47], [15, 29, 21], [15, 30, 21], [15, 15, 13], [15, 16, 42], [15, 17, 46], [15, 18, 47], [15, 29, 22], [15, 15, 16], [15, 15, 42], [15, 16, 13], [15, 19, 47], [15, 20, 48], [15, 30, 23], [16, 16, 15], [16, 16, 44], [16, 20, 47], [16, 30, 24], [16, 16, 14], [16, 16, 45], [16, 31, 25], [16, 15, 17], [16, 16, 43], [17, 31, 26], [17, 31, 27], [17, 15, 18], [17, 15, 19], [17, 20, 46], [17, 31, 28], [17, 31, 29], [17, 10, 28], [17, 12, 30], [17, 20, 45], [17, 21, 44], [18, 15, 21], [18, 31, 30], [18, 31, 31], [18, 21, 43], [18, 31, 32], [18, 31, 33], [18, 13, 31], [18, 16, 39], [18, 16, 42], [18, 20, 45], [18, 22, 41], [18, 31, 34], [19, 15, 38], [19, 15, 36], [19, 21, 41], [19, 21, 37], [19, 31, 35], [19, 31, 36], [19, 14, 32], [19, 15, 20], [19, 16, 39], [19, 17, 44], [19, 31, 37], [19, 11, 29], [19, 17, 42], [19, 18, 43], [19, 20, 46], [19, 21, 37], [19, 31, 38], [20, 15, 33], [20, 16, 24], [20, 16, 23], [20, 20, 44], [20, 21, 32], [20, 21, 33], [20, 30, 39], [20, 31, 40], [20, 12, 30], [20, 16, 25], [20, 17, 26], [20, 17, 25], [20, 21, 34], [20, 21, 36], [20, 22, 38], [20, 30, 41], [20, 12, 31], [20, 17, 28], [20, 30, 42], [20, 12, 32], [20, 15, 33], [20, 22, 38], [20, 30, 43], [20, 30, 44], [21, 17, 27], [21, 21, 37], [21, 13, 33], [21, 17, 29], [21, 17, 28], [21, 21, 36], [21, 22, 38], [21, 22, 39], [21, 22, 40], [21, 28, 46], [21, 29, 45], [22, 16, 33], [22, 23, 41], [22, 23, 42], [22, 24, 43], [22, 26, 44], [22, 25, 45], [22, 26, 46]]"
"[[8, 0, 0], [32, 32, 64], [12, 18, 7], [12, 24, 14], [12, 30, 19], [13, 20, 7], [13, 20, 10], [13, 22, 14], [13, 16, 8], [13, 19, 10], [13, 20, 13], [13, 20, 9], [13, 20, 11], [13, 20, 12], [13, 20, 8], [13, 27, 15], [13, 27, 16], [13, 16, 9], [13, 27, 17], [14, 15, 11], [14, 16, 10], [14, 28, 18], [14, 15, 12], [14, 28, 19], [14, 29, 21], [14, 28, 21], [15, 15, 15], [15, 16, 16], [15, 29, 20], [15, 14, 13], [15, 14, 15], [15, 17, 45], [15, 18, 46], [15, 30, 23], [15, 30, 22], [15, 14, 16], [15, 30, 24], [16, 16, 44], [16, 31, 25], [16, 13, 18], [16, 14, 16], [16, 14, 17], [16, 14, 14], [16, 15, 40], [16, 19, 46], [16, 30, 26], [16, 14, 20], [16, 14, 40], [16, 14, 41], [16, 19, 45], [16, 31, 27], [17, 12, 30], [17, 14, 16], [17, 15, 40], [17, 16, 14], [17, 18, 43], [17, 31, 28], [17, 12, 31], [17, 14, 27], [17, 31, 29], [17, 14, 21], [17, 31, 30], [17, 31, 31], [18, 14, 19], [18, 17, 38], [18, 18, 44], [18, 30, 33], [18, 31, 32], [18, 15, 23], [18, 15, 24], [18, 18, 45], [18, 30, 34], [18, 15, 20], [18, 30, 35], [18, 30, 36], [19, 11, 30], [19, 15, 27], [19, 15, 24], [19, 15, 26], [19, 30, 37], [19, 14, 31], [19, 16, 25], [19, 30, 38], [19, 12, 31], [19, 15, 30], [19, 16, 24], [19, 30, 39], [19, 30, 40], [20, 30, 41], [20, 12, 32], [20, 16, 26], [20, 30, 42], [20, 29, 43], [20, 29, 44], [21, 29, 45], [21, 20, 33], [21, 21, 34], [21, 21, 35], [21, 21, 36], [21, 22, 37], [21, 22, 38], [21, 28, 46], [21, 20, 32], [21, 22, 39], [21, 23, 41], [21, 23, 40], [21, 23, 42], [21, 25, 44], [21, 26, 45], [22, 15, 32], [22, 20, 31], [22, 23, 43], [22, 25, 46], [22, 16, 31]]"
"[[9, 0, 0], [32, 32, 64], [4, 19, 8], [12, 23, 20], [13, 14, 8], [13, 15, 9], [13, 16, 8], [13, 17, 7], [13, 17, 8], [13, 17, 10], [13, 17, 12], [13, 18, 13], [13, 21, 19], [13, 23, 19], [13, 24, 19], [13, 16, 10], [13, 16, 12], [13, 17, 11], [13, 17, 13], [13, 18, 9], [13, 19, 15], [13, 20, 19], [13, 20, 18], [13, 21, 20], [13, 22, 20], [13, 13, 11], [13, 13, 10], [13, 13, 12], [13, 18, 14], [13, 19, 16], [13, 19, 17], [13, 20, 19], [13, 20, 20], [13, 25, 20], [13, 26, 19], [14, 15, 47], [14, 21, 19], [14, 26, 20], [14, 12, 13], [14, 12, 14], [14, 27, 21], [14, 12, 15], [14, 12, 48], [14, 16, 46], [15, 12, 16], [15, 16, 46], [15, 28, 22], [15, 28, 23], [15, 11, 17], [15, 11, 19], [15, 28, 24], [15, 12, 18], [15, 28, 25], [15, 28, 26], [16, 11, 20], [16, 12, 48], [16, 28, 27], [16, 11, 21], [16, 28, 28], [16, 11, 22], [16, 11, 23], [16, 11, 24], [16, 17, 44], [16, 28, 29], [17, 16, 46], [17, 28, 30], [17, 28, 31], [17, 11, 25], [17, 16, 45], [17, 17, 44], [17, 28, 32], [17, 10, 27], [17, 28, 34], [17, 28, 33], [18, 10, 28], [18, 10, 26], [18, 14, 47], [18, 16, 46], [18, 28, 36], [18, 28, 35], [18, 10, 29], [18, 28, 37], [18, 18, 35], [18, 27, 38], [18, 27, 39], [19, 10, 30], [19, 17, 38], [19, 27, 41], [19, 27, 40], [19, 10, 31], [19, 27, 42], [19, 17, 34], [19, 17, 36], [19, 17, 37], [19, 26, 43], [20, 10, 32], [20, 17, 33], [20, 18, 39], [20, 18, 40], [20, 25, 45], [20, 26, 44], [20, 18, 41], [20, 11, 33], [20, 19, 42], [20, 20, 43], [20, 15, 32], [20, 15, 32], [20, 20, 44], [20, 21, 45], [20, 22, 46], [21, 12, 33]]"
"[[10, 0, 0], [32, 32, 64], [11, 17, 6], [11, 18, 4], [11, 20, 4], [11, 22, 7], [11, 26, 14], [12, 17, 3], [12, 18, 6], [12, 18, 3], [12, 18, 5], [12, 20, 49], [12, 21, 5], [12, 21, 6], [12, 21, 7], [12, 22, 8], [12, 22, 9], [12, 23, 11], [12, 24, 12], [12, 28, 14], [12, 15, 8], [12, 16, 7], [12, 22, 10], [12, 23, 13], [12, 30, 15], [12, 15, 9], [12, 18, 46], [12, 19, 46], [13, 15, 10], [13, 30, 16], [13, 30, 17], [13, 15, 11], [13, 15, 12], [13, 15, 13], [13, 18, 47], [13, 31, 17], [13, 14, 14], [13, 17, 46], [14, 14, 17], [14, 16, 44], [14, 17, 45], [14, 20, 45], [14, 31, 18], [14, 31, 19], [14, 31, 20], [14, 13, 15], [14, 14, 18], [14, 19, 46], [14, 31, 21], [14, 14, 16], [14, 19, 45], [15, 11, 28], [15, 12, 28], [15, 14, 18], [15, 14, 21], [15, 14, 19], [15, 15, 18], [15, 31, 27], [16, 12, 29], [16, 14, 20], [16, 16, 42], [16, 31, 28], [16, 31, 29], [16, 14, 22], [16, 16, 43], [16, 31, 30], [16, 31, 31], [16, 11, 29], [16, 12, 30], [16, 14, 23], [16, 31, 32], [16, 31, 33], [16, 31, 34], [17, 11, 30], [17, 13, 31], [17, 15, 21], [17, 20, 46], [17, 31, 36], [17, 31, 35], [17, 16, 44], [17, 18, 46], [17, 18, 45], [17, 19, 45], [17, 31, 38], [17, 31, 39], [17, 31, 37], [17, 12, 31], [17, 13, 32], [17, 31, 40], [18, 12, 32], [18, 13, 33], [18, 15, 24], [18, 31, 41], [18, 31, 42], [18, 12, 33], [18, 14, 25], [18, 31, 43], [18, 31, 44], [18, 14, 34], [18, 15, 28], [18, 31, 45], [18, 31, 46], [19, 13, 34], [19, 15, 27], [19, 16, 26], [19, 16, 27], [19, 16, 28], [19, 31, 47], [19, 30, 48], [19, 30, 49], [19, 30, 50], [20, 21, 35], [20, 22, 39], [20, 22, 40], [20, 17, 30], [20, 21, 36], [20, 21, 37], [20, 22, 38], [20, 22, 42], [20, 23, 41], [20, 23, 43], [20, 24, 44], [20, 25, 47], [20, 28, 50], [20, 29, 51], [20, 20, 33], [20, 20, 34], [20, 24, 45], [20, 25, 46], [20, 25, 48], [20, 27, 49], [20, 18, 31], [20, 19, 32]]"
"[[11, 0, 0], [32, 32, 64], [12, 17, 8], [12, 24, 16], [12, 14, 5], [12, 14, 6], [12, 16, 7], [12, 17, 12], [12, 18, 8], [12, 20, 13], [12, 22, 14], [12, 22, 15], [12, 23, 16], [12, 25, 18], [13, 16, 6], [13, 18, 9], [13, 18, 10], [13, 24, 17], [13, 24, 20], [13, 24, 18], [13, 12, 7], [13, 13, 6], [13, 17, 11], [13, 26, 19], [13, 26, 20], [14, 12, 8], [14, 12, 9], [14, 12, 10], [14, 27, 21], [14, 12, 11], [14, 27, 23], [14, 28, 22], [14, 11, 11], [14, 28, 24], [15, 11, 15], [15, 28, 25], [15, 10, 13], [15, 11, 15], [15, 11, 12], [15, 28, 26], [15, 10, 16], [15, 11, 14], [15, 28, 27], [15, 28, 28], [16, 11, 13], [16, 28, 29], [16, 11, 16], [16, 28, 30], [16, 10, 17], [16, 28, 32], [16, 28, 31], [17, 11, 16], [17, 28, 33], [17, 28, 34], [17, 28, 35], [17, 28, 36], [18, 11, 17], [18, 28, 37], [18, 28, 38], [18, 12, 18], [18, 28, 39], [18, 28, 40], [18, 12, 17], [18, 12, 19], [18, 27, 41], [19, 13, 20], [19, 27, 42], [19, 13, 21], [19, 13, 23], [19, 14, 24], [19, 27, 43], [19, 13, 22], [19, 13, 29], [19, 13, 26], [19, 13, 27], [19, 20, 36], [19, 26, 45], [19, 26, 44], [20, 13, 30], [20, 13, 25], [20, 19, 34], [20, 20, 36], [20, 20, 37], [20, 13, 31], [20, 19, 33], [20, 20, 35], [20, 20, 38], [20, 20, 39], [20, 21, 40], [20, 21, 41], [20, 22, 43], [20, 12, 32], [20, 19, 32], [20, 21, 42], [20, 23, 44], [20, 23, 43], [20, 24, 45], [20, 18, 31], [21, 13, 32], [21, 15, 31]]"
