% Model,Slab_sims.mph
% Version,COMSOL 6.1.0.357
% Date,"Feb 28 2024, 14:47"
% Dimension,3
% Nodes,35935
% Expressions,1
% Description,Slice
% X,Y,Z,real(ewfd.Ey)
-4.3367762733500304E-7,-4.5000000000000003E-7,-1.4877929155313349E-6,2.8662877663884003E7
-4.444248685959065E-7,-4.5000000000000003E-7,-1.487792915531335E-6,2.863376641176106E7
-4.229303860740994E-7,-4.5000000000000003E-7,-1.487792915531335E-6,2.8590288081897017E7
-4.132108268000999E-7,-3.896780639734473E-7,-1.487792915531335E-6,2.856810572086273E7
-4.0738410247936765E-7,-3.976689258690187E-7,-1.487792915531335E-6,2.8533151990685873E7
-3.9985588106083504E-7,-3.9127962659761373E-7,-1.487792915531335E-6,2.8547501624534056E7
-4.1728137908746834E-7,-3.939819460125006E-7,-1.487792915531335E-6,2.8557515924790725E7
-4.2095143901989183E-7,-3.9786237891454776E-7,-1.487792915531335E-6,2.8548308218363315E7
-4.203355378917638E-7,-3.92657105572116E-7,-1.487792915531335E-6,2.856309725765656E7
-4.077907038631622E-7,-3.9809883421295473E-7,-1.487792915531335E-6,2.8532069770080466E7
-4.1512471469915966E-7,-4.0585324081011925E-7,-1.487792915531335E-6,2.851322918120234E7
-4.138939376462596E-7,-3.9545135860638275E-7,-1.487792915531335E-6,2.8542421894627795E7
-4.074523374007555E-7,-3.9824561164064963E-7,-1.487792915531335E-6,2.853060647172645E7
-4.067374906021484E-7,-3.985556996249883E-7,-1.487792915531335E-6,2.8529487816958386E7
-4.075964932806271E-7,-3.9946394153871466E-7,-1.487792915531335E-6,2.8527229501589708E7
-4.2502199130726014E-7,-4.0216626095360096E-7,-1.487792915531335E-6,2.853791681986204E7
-4.2869205123968384E-7,-4.060466938556482E-7,-1.487792915531335E-6,2.8528887991120834E7
-4.280761501115557E-7,-4.0084142051321636E-7,-1.487792915531335E-6,2.854359594544379E7
-4.15531316082954E-7,-4.062831491540551E-7,-1.487792915531335E-6,2.851216677823373E7
-4.2286532691895167E-7,-4.140375557512197E-7,-1.487792915531335E-6,2.8493683646975677E7
-4.2163454986605157E-7,-4.036356735474832E-7,-1.487792915531335E-6,2.8522714325431243E7
-4.1519294962054746E-7,-4.064299265817499E-7,-1.487792915531335E-6,2.8510692645546123E7
-4.1447810282194075E-7,-4.067400145660884E-7,-1.487792915531335E-6,2.850955110172271E7
-4.15337105500419E-7,-4.0764825647981447E-7,-1.487792915531335E-6,2.8507334653902356E7
-4.3276260352705215E-7,-4.103505758947014E-7,-1.487792915531335E-6,2.8518694990190208E7
-4.3643266345947585E-7,-4.1423100879674855E-7,-1.487792915531335E-6,2.850984503913523E7
-4.358167623313477E-7,-4.0902573545431675E-7,-1.487792915531335E-6,2.852447190848791E7
-4.23271928302746E-7,-4.144674640951555E-7,-1.487792915531335E-6,2.849264106164386E7
-4.3060593913874363E-7,-4.222218706923201E-7,-1.487792915531335E-6,2.8474515388005923E7
-4.293751620858436E-7,-4.118199884885836E-7,-1.487792915531335E-6,2.8503384031491578E7
-4.2293356184033947E-7,-4.1461424152285037E-7,-1.487792915531335E-6,2.8491156094622657E7
-4.2221871504173276E-7,-4.1492432950718887E-7,-1.487792915531335E-6,2.8489991661743898E7
-4.23077717720211E-7,-4.1583257142091486E-7,-1.487792915531335E-6,2.848781708147187E7
-4.4050321574684417E-7,-4.185348908358018E-7,-1.487792915531335E-6,2.8499850435775287E7
-4.435573745511397E-7,-4.1721005039541715E-7,-1.487792915531335E-6,2.8505725146788925E7
-4.3101254052253796E-7,-4.226517790362559E-7,-1.487792915531335E-6,2.84734926203109E7
-4.371157743056355E-7,-4.20004303429684E-7,-1.487792915531335E-6,2.8484431012808803E7
-4.306741740601314E-7,-4.2279855646395076E-7,-1.487792915531335E-6,2.84719968189561E7
-4.299593272615247E-7,-4.2310864444828926E-7,-1.487792915531335E-6,2.847080949702199E7
-4.30818329940003E-7,-4.240168863620153E-7,-1.487792915531335E-6,2.8468676784298293E7
-4.150859032265686E-7,-3.871065545038402E-7,-1.487792915531335E-6,2.857675451019437E7
-4.1113113415821097E-7,-3.9253018735732516E-7,-1.487792915531335E-6,2.8549775442802057E7
-4.071763650898534E-7,-3.979538202108101E-7,-1.487792915531335E-6,2.8531357582390826E7
-4.228265154463606E-7,-3.9529086944494055E-7,-1.487792915531335E-6,2.8556997332268234E7
-4.18871746378003E-7,-4.007145022984256E-7,-1.487792915531335E-6,2.852993321534254E7
-4.149169773096455E-7,-4.0613813515191056E-7,-1.487792915531335E-6,2.8511430305397883E7
-4.305671276661526E-7,-4.03475184386041E-7,-1.487792915531335E-6,2.853761742959909E7
-4.266123585977951E-7,-4.08898817239526E-7,-1.487792915531335E-6,2.8510468263139904E7
-4.2265758952943746E-7,-4.14322450093011E-7,-1.487792915531335E-6,2.84918803036618E7
-4.383077398859446E-7,-4.116594993271414E-7,-1.487792915531335E-6,2.8518614802186806E7
-4.34352970817587E-7,-4.1708313218062645E-7,-1.487792915531335E-6,2.8491380586194187E7
-4.303982017492294E-7,-4.225067650341114E-7,-1.487792915531335E-6,2.847270757718263E7
-4.1903755112083204E-7,-3.8168720207787593E-7,-1.487792915531335E-6,2.85862118692277E7
-4.267720543117745E-7,-3.8986505781204646E-7,-1.487792915531335E-6,2.8580012055333063E7
-4.0101073715525144E-7,-4.010398646749164E-7,-1.487792915531335E-6,2.8494928377727084E7
-4.267781633406241E-7,-3.8987151701897606E-7,-1.487792915531335E-6,2.8580007164948292E7
-4.345126665315663E-7,-3.980493727531469E-7,-1.487792915531335E-6,2.8574024523404494E7
-4.0875134937504335E-7,-4.092241796160168E-7,-1.487792915531335E-6,2.84919461467499E7
-4.345187755604161E-7,-3.980558319600767E-7,-1.487792915531335E-6,2.8574019804551378E7
-4.4225327875135826E-7,-4.062336876942473E-7,-1.487792915531335E-6,2.856825433535836E7
-4.1649196159483536E-7,-4.174084945571172E-7,-1.487792915531335E-6,2.8489320740729284E7
-4.42259387780208E-7,-4.062401469011771E-7,-1.487792915531335E-6,2.8568249788036898E7
-4.499938909711502E-7,-4.144180026353477E-7,-1.487792915531335E-6,2.8562701491194695E7
-4.242325738146273E-7,-4.2559280949821754E-7,-1.487792915531335E-6,2.8487052159665268E7
-4.319731860344193E-7,-4.337771244393179E-7,-1.487792915531335E-6,2.8485140403557807E7
-3.954809838017039E-7,-3.951931381231948E-7,-1.487792915531335E-6,2.8497402358828083E7
-4.0322159602149584E-7,-4.033774530642951E-7,-1.487792915531335E-6,2.8494165218556307E7
-4.1096220824128796E-7,-4.115617680053956E-7,-1.487792915531335E-6,2.849128490324116E7
-4.187028204610799E-7,-4.1974608294649596E-7,-1.487792915531335E-6,2.8488761412882578E7
-4.264434326808719E-7,-4.279303978875964E-7,-1.487792915531335E-6,2.8486594747480605E7
-4.198566401358052E-7,-4.3725102297124395E-7,-1.487792915531335E-6,2.8574011872334942E7
-4.2590116051845997E-7,-4.405366174357088E-7,-1.487792915531335E-6,2.8578839766750626E7
-4.3014973710216215E-7,-4.3863509498222105E-7,-1.487792915531335E-6,2.856578081568625E7
-4.193357117486758E-7,-4.3670023424020207E-7,-1.487792915531335E-6,2.8572997783951275E7
-4.1211602791601325E-7,-4.290667080301436E-7,-1.487792915531335E-6,2.855898410328891E7
-4.1612892460841114E-7,-4.4065691722002625E-7,-1.487792915531335E-6,2.8582024206913564E7
-4.1956709396589807E-7,-4.3641474410921635E-7,-1.487792915531335E-6,2.857163183237116E7
-4.2069109313747237E-7,-4.3502790170372467E-7,-1.487792915531335E-6,2.856850042023141E7
-4.18160548298668E-7,-4.3235230249460844E-7,-1.487792915531335E-6,2.8563623613538362E7
-4.234816496430442E-7,-4.3158478342150444E-7,-1.487792915531335E-6,2.855264046663374E7
-4.224091248823702E-7,-4.3045078004112066E-7,-1.487792915531335E-6,2.8550532981262762E7
-4.23005263323385E-7,-4.321725709984064E-7,-1.487792915531335E-6,2.8554116382363074E7
-4.1159509952888384E-7,-4.285159192991017E-7,-1.487792915531335E-6,2.855799265227581E7
-4.043754156962212E-7,-4.208823930890433E-7,-1.487792915531335E-6,2.85442927088991E7
-4.083883123886192E-7,-4.3247260227892585E-7,-1.487792915531335E-6,2.8566982671962455E7
-4.118264817461061E-7,-4.2823042916811596E-7,-1.487792915531335E-6,2.8556629327334214E7
-4.129504809176804E-7,-4.268435867626242E-7,-1.487792915531335E-6,2.8553510674772777E7
-4.1041993607887584E-7,-4.2416798755350747E-7,-1.487792915531335E-6,2.8548743834982343E7
-4.157410374232522E-7,-4.234004684804041E-7,-1.487792915531335E-6,2.853768239942291E7
-4.1466851266257823E-7,-4.222664651000203E-7,-1.487792915531335E-6,2.8535621521495562E7
-4.1526465110359304E-7,-4.2398825605730607E-7,-1.487792915531335E-6,2.8539152907240286E7
-4.038544873090916E-7,-4.203316043580013E-7,-1.487792915531335E-6,2.854332389525655E7
-3.966348034764293E-7,-4.12698078147943E-7,-1.487792915531335E-6,2.852993768916562E7
-4.0064770016882706E-7,-4.2428828733782546E-7,-1.487792915531335E-6,2.8552277511667565E7
-4.0408586952631394E-7,-4.2004611422701546E-7,-1.487792915531335E-6,2.8541963196953475E7
-4.052098686978886E-7,-4.1865927182152335E-7,-1.487792915531335E-6,2.8538857303970356E7
-4.026793238590834E-7,-4.1598367261240617E-7,-1.487792915531335E-6,2.8534200431082577E7
-4.0800042520346E-7,-4.1521615353930366E-7,-1.487792915531335E-6,2.8523060706868283E7
-4.069279004427862E-7,-4.1408215015892E-7,-1.487792915531335E-6,2.852104643638457E7
-4.07524038883801E-7,-4.158039411162055E-7,-1.487792915531335E-6,2.852452580677371E7
-3.9611387508929966E-7,-4.121472894169009E-7,-1.487792915531335E-6,2.852899151289363E7
-3.9290708794903505E-7,-4.16103972396725E-7,-1.487792915531335E-6,2.8537908726029E7
-3.963452573065221E-7,-4.1186179928591507E-7,-1.487792915531335E-6,2.8527633441229075E7
-3.974692564780967E-7,-4.104749568804229E-7,-1.487792915531335E-6,2.852454030782427E7
-3.949387116392915E-7,-4.0779935767130583E-7,-1.487792915531335E-6,2.851999340183913E7
-4.00259812983668E-7,-4.0703183859820326E-7,-1.487792915531335E-6,2.850877538896998E7
-3.991872882229942E-7,-4.0589783521781964E-7,-1.487792915531335E-6,2.850680772592989E7
-3.9978342666400896E-7,-4.076196261751051E-7,-1.487792915531335E-6,2.851023508096345E7
-3.9251920076387605E-7,-3.9884752365710287E-7,-1.487792915531335E-6,2.8494826445727956E7
-3.9204281444421695E-7,-3.994353112340047E-7,-1.487792915531335E-6,2.8496280729809478E7
-4.1788235217743407E-7,-4.425108537102949E-7,-1.487792915531335E-6,2.8585437594575435E7
-4.199990927231651E-7,-4.3687150563960244E-7,-1.487792915531335E-6,2.8572466813815434E7
-4.298564454886882E-7,-4.3941647251001036E-7,-1.487792915531335E-6,2.8567617543771997E7
-4.101417399576421E-7,-4.3432653876919447E-7,-1.487792915531335E-6,2.857031986299037E7
-4.1225848050337316E-7,-4.2868719069850205E-7,-1.487792915531335E-6,2.8557445535917968E7
-4.221158332688962E-7,-4.3123215756890996E-7,-1.487792915531335E-6,2.8552356344905846E7
-4.024011277378501E-7,-4.2614222382809424E-7,-1.487792915531335E-6,2.8555538506061547E7
-4.0451786828358115E-7,-4.205028757574017E-7,-1.487792915531335E-6,2.854276063267672E7
-4.1437522104910426E-7,-4.230478426278096E-7,-1.487792915531335E-6,2.853743152069598E7
-3.946605155180581E-7,-4.179579088869938E-7,-1.487792915531335E-6,2.8541093523789026E7
-3.9677725606378924E-7,-4.123185608163013E-7,-1.487792915531335E-6,2.8528412104091804E7
-4.066346088293123E-7,-4.1486352768670923E-7,-1.487792915531335E-6,2.8522843071142327E7
-3.9889399660952023E-7,-4.0667921274560884E-7,-1.487792915531335E-6,2.8508590996244982E7
-4.173041553892403E-7,-4.440512659013672E-7,-1.487792915531335E-6,2.854255879671215E7
-4.151897738543075E-7,-4.418156850588996E-7,-1.487792915531335E-6,2.8541793284798153E7
-4.0956354316944826E-7,-4.3586695096026685E-7,-1.487792915531335E-6,2.853983682780377E7
-4.074491616345155E-7,-4.3363137011779925E-7,-1.487792915531335E-6,2.8539149166674085E7
-4.0182293094965625E-7,-4.2768263601916656E-7,-1.487792915531335E-6,2.8537399865514316E7
-3.997085494147233E-7,-4.254470551766989E-7,-1.487792915531335E-6,2.8536790055168945E7
-3.940823187298643E-7,-4.1949832107806617E-7,-1.487792915531335E-6,2.853524790984381E7
-3.919679371949313E-7,-4.1726274023559846E-7,-1.487792915531335E-6,2.8534715950282767E7
-3.689967744958425E-7,-4.418156850588996E-7,-1.487792915531335E-6,2.8547862373959415E7
-3.7673450831964155E-7,-4.440512659013672E-7,-1.487792915531335E-6,2.8505525926600818E7
-3.780057825279944E-7,-4.418156850588996E-7,-1.487792915531335E-6,2.8507116891358316E7
-3.677255002874896E-7,-4.440512659013672E-7,-1.487792915531335E-6,2.854802772545717E7
-3.7365082605148827E-7,-4.3363137011779925E-7,-1.487792915531335E-6,2.8547388994992953E7
-3.8138855987528723E-7,-4.3586695096026685E-7,-1.487792915531335E-6,2.8511597652772233E7
-3.826598340836401E-7,-4.3363137011779925E-7,-1.487792915531335E-6,2.8513235231150918E7
-3.723795518431353E-7,-4.3586695096026696E-7,-1.487792915531335E-6,2.854747117597878E7
-3.783048776071339E-7,-4.254470551766988E-7,-1.487792915531335E-6,2.854722009781959E7
-3.8604261143093275E-7,-4.2768263601916656E-7,-1.487792915531335E-6,2.851784002835565E7
-3.873138856392856E-7,-4.254470551766988E-7,-1.487792915531335E-6,2.8519524220355514E7
-3.7703360339878097E-7,-4.2768263601916656E-7,-1.487792915531335E-6,2.854721910829349E7
-3.829589291627796E-7,-4.1726274023559846E-7,-1.487792915531335E-6,2.8547355682439286E7
-3.9069666298657833E-7,-4.1949832107806617E-7,-1.487792915531335E-6,2.8524253053351134E7
-3.816876549544266E-7,-4.1949832107806617E-7,-1.487792915531335E-6,2.854727152240125E7
-3.8139143827128017E-7,-4.4181568505889964E-7,-1.487792915531335E-6,2.8505832773120027E7
-3.891291720950791E-7,-4.440512659013674E-7,-1.487792915531335E-6,2.850088416680157E7
-3.9040044630343196E-7,-4.418156850588997E-7,-1.487792915531335E-6,2.8502579694773085E7
-3.8012016406292725E-7,-4.440512659013672E-7,-1.487792915531335E-6,2.8504137245148513E7
-3.860454898269258E-7,-4.3363137011779925E-7,-1.487792915531335E-6,2.851205567612666E7
-3.9378322365072466E-7,-4.3586695096026696E-7,-1.487792915531335E-6,2.8507338692046307E7
-3.950544978590776E-7,-4.3363137011779925E-7,-1.487792915531335E-6,2.8509080833639026E7
-3.8477421561857293E-7,-4.358669509602669E-7,-1.487792915531335E-6,2.851031353453394E7
-3.906995413825716E-7,-4.254470551766988E-7,-1.487792915531335E-6,2.8518449228545293E7
-3.9843727520637034E-7,-4.276826360191666E-7,-1.487792915531335E-6,2.8513963866703093E7
-3.8942826717421866E-7,-4.276826360191666E-7,-1.487792915531335E-6,2.851666047333139E7
-3.9378610204671787E-7,-4.4181568505889964E-7,-1.487792915531335E-6,2.850152190872558E7
-4.015238358705169E-7,-4.440512659013672E-7,-1.487792915531335E-6,2.8497070994318612E7
-4.027951100788698E-7,-4.418156850588996E-7,-1.487792915531335E-6,2.849887108550417E7
-3.9251482783836494E-7,-4.440512659013674E-7,-1.487792915531335E-6,2.849972181754002E7
-3.9844015360236355E-7,-4.3363137011779925E-7,-1.487792915531335E-6,2.8508127610805526E7
-4.0617788742616235E-7,-4.3586695096026696E-7,-1.487792915531335E-6,2.8503908318636663E7
-3.971688793940106E-7,-4.3586695096026696E-7,-1.487792915531335E-6,2.85062809059988E7
-4.0618076582215545E-7,-4.418156850588996E-7,-1.487792915531335E-6,2.8498039631647397E7
-4.139184996459546E-7,-4.440512659013672E-7,-1.487792915531335E-6,2.849408640915184E7
-4.049094916138026E-7,-4.440512659013672E-7,-1.487792915531335E-6,2.849613497724781E7
-3.7335173097234874E-7,-4.5000000000000003E-7,-1.487792915531335E-6,2.8501169200977758E7
