% Model,Slab_sims.mph
% Version,COMSOL 6.1.0.357
% Date,"Feb 28 2024, 14:53"
% Dimension,3
% Nodes,35146
% Expressions,1
% Description,Slice
% X,Y,Z,imag(ewfd2.Ey)
3.459302424548514E-7,-1.4978482988879665E-7,-1.5405858310626708E-6,-6.333537851546177
3.538703792417597E-7,-1.5598253223066687E-7,-1.5405858310626708E-6,-6.1692721470722125
3.4510926350531225E-7,-1.5006588966518488E-7,-1.5405858310626708E-6,-6.312258343794815
3.5469135819129886E-7,-1.5570147245427864E-7,-1.5405858310626708E-6,-6.263287266290049
3.363035874083536E-7,-1.4328366283145828E-7,-1.5405858310626708E-6,-6.409487800696108
3.4424372419526187E-7,-1.4948136517332852E-7,-1.5405858310626708E-6,-6.325241634455388
3.354826084588144E-7,-1.4356472260784654E-7,-1.5405858310626708E-6,-6.464225202759534
3.4506470314480103E-7,-1.4920030539694027E-7,-1.5405858310626708E-6,-6.340206459942318
3.266769323618558E-7,-1.3678249577412015E-7,-1.5405858310626708E-6,-6.484372750505527
3.34617069148764E-7,-1.4298019811599018E-7,-1.5405858310626708E-6,-6.476813060652858
3.2585595341231633E-7,-1.370635555505085E-7,-1.5405858310626708E-6,-6.615260183651655
3.354380480983032E-7,-1.426991383396019E-7,-1.5405858310626708E-6,-6.416060654254265
3.3679919426803986E-7,-1.529108179095812E-7,-1.5405858310626708E-6,-6.352007195532676
3.447393310549482E-7,-1.5910852025145142E-7,-1.5405858310626708E-6,-6.215910096088813
3.359782153185007E-7,-1.5319187768596946E-7,-1.5405858310626708E-6,-6.355472884662233
3.4556031000448736E-7,-1.5882746047506316E-7,-1.5405858310626708E-6,-6.212444406959256
3.2717253922154203E-7,-1.4640965085224286E-7,-1.5405858310626708E-6,-6.500550646348217
3.351126760084504E-7,-1.5260735319411308E-7,-1.5405858310626708E-6,-6.368117965622512
3.2635156027200293E-7,-1.466907106286311E-7,-1.5405858310626708E-6,-6.508112549199251
3.359336549579895E-7,-1.5232629341772485E-7,-1.5405858310626708E-6,-6.364990486193249
3.2766814608122847E-7,-1.5603680593036597E-7,-1.5405858310626708E-6,-6.392328517661816
3.356082828681362E-7,-1.6223450827223614E-7,-1.5405858310626708E-6,-6.259368995814739
3.26847167131689E-7,-1.5631786570675434E-7,-1.5405858310626708E-6,-6.400764095926771
3.3642926181767565E-7,-1.6195344849584775E-7,-1.5405858310626708E-6,-6.256189137237578
3.5473591855181007E-7,-1.5656705672252325E-7,-1.5405858310626708E-6,-6.380811542635113
3.456048703649986E-7,-1.596930447433078E-7,-1.5405858310626708E-6,-6.404058728965854
3.3647382217818687E-7,-1.628190327640927E-7,-1.5405858310626708E-6,-6.4208520757425696
3.4642584931453773E-7,-1.5941198496691955E-7,-1.5405858310626708E-6,-6.402723187035808
3.2630699991149166E-7,-1.4582512636038648E-7,-1.5405858310626708E-6,-6.517532614021929
3.372948011277263E-7,-1.6253797298770434E-7,-1.5405858310626708E-6,-6.420096803055349
3.268026067711778E-7,-1.5545228143850938E-7,-1.5405858310626708E-6,-6.410202216510474
3.2729821363086405E-7,-1.6507943651663233E-7,-1.5405858310626708E-6,-6.3026710001794815
3.2816375294091474E-7,-1.656639610084889E-7,-1.5405858310626708E-6,-6.431016579521222
3.5555689750134923E-7,-1.56285996946135E-7,-1.5405858310626708E-6,-6.406390166013348
3.258113930518051E-7,-1.3619797128226358E-7,-1.5405858310626708E-6,-6.569750038798344
3.273427739913753E-7,-1.6594502078487726E-7,-1.5405858310626708E-6,-6.42208666369287
3.53771013466759E-7,-1.1916739179675318E-7,-1.5405858310626708E-6,-6.783332697898748
3.5463655277680967E-7,-1.1975191628860976E-7,-1.5405858310626708E-6,-6.479227463704345
3.4615463566855214E-7,-1.2491836566660006E-7,-1.5405858310626708E-6,-6.4422851121802545
3.4528909635850176E-7,-1.2433384117474368E-7,-1.5405858310626708E-6,-6.663276048318686
3.44451139995108E-7,-1.248442516252566E-7,-1.5405858310626708E-6,-6.652078271993452
3.4531667930515833E-7,-1.2542877611711298E-7,-1.5405858310626708E-6,-6.439126165074567
3.368347621969008E-7,-1.3059522549510352E-7,-1.5405858310626708E-6,-6.402573597784382
3.359692228868505E-7,-1.3001070100324714E-7,-1.5405858310626708E-6,-6.528047884244637
3.3513126652345667E-7,-1.305211114537601E-7,-1.5405858310626708E-6,-6.516457529314512
3.3599680583350704E-7,-1.3110563594561645E-7,-1.5405858310626708E-6,-6.399439300949906
3.2751488872524983E-7,-1.3627208532360704E-7,-1.5405858310626708E-6,-6.363136247317297
3.266493494151992E-7,-1.356875608317505E-7,-1.5405858310626708E-6,-6.388453403396687
3.540777950416058E-7,-1.31345418682595E-7,-1.5405858310626708E-6,-6.43973899889964
3.5494333435165616E-7,-1.3192994317445135E-7,-1.5405858310626708E-6,-6.438558288457942
3.464614172433986E-7,-1.370963925524419E-7,-1.5405858310626708E-6,-6.402061635032345
3.4559587793334825E-7,-1.3651186806058554E-7,-1.5405858310626708E-6,-6.402058388388323
3.447579215699545E-7,-1.3702227851109846E-7,-1.5405858310626708E-6,-6.398924091553846
3.4562346088000487E-7,-1.3760680300295484E-7,-1.5405858310626708E-6,-6.3988158951145095
3.3714154377174733E-7,-1.4277325238094536E-7,-1.5405858310626708E-6,-6.3613847982609295
3.36276004461697E-7,-1.4218872788908897E-7,-1.5405858310626708E-6,-6.361492994700266
3.5438457661645227E-7,-1.4352344556843683E-7,-1.5405858310626708E-6,-6.4003648251322165
3.5525011592650264E-7,-1.441079700602932E-7,-1.5405858310626708E-6,-6.3982281163582355
3.4676819881824516E-7,-1.4927441943828373E-7,-1.5405858310626708E-6,-6.36190141170944
3.4590265950819484E-7,-1.4868989494642737E-7,-1.5405858310626708E-6,-6.361805685057496
3.549157514049996E-7,-1.3083500823208205E-7,-1.5405858310626708E-6,-6.441817704826267
3.5522253297984607E-7,-1.4301303511792388E-7,-1.5405858310626708E-6,-6.40145705271577
3.555293145546926E-7,-1.5519106200376569E-7,-1.5405858310626708E-6,-6.361435403752146
3.546089698301531E-7,-1.1865698134624007E-7,-1.5405858310626708E-6,-7.406162154860678
3.6359903607460184E-7,3.6554003582090526E-7,-1.5405858310626708E-6,-6.526042755122669
3.537221710707792E-7,3.6384909019407494E-7,-1.5405858310626708E-6,-6.507694747349589
3.600037492190293E-7,3.739798728310906E-7,-1.5405858310626708E-6,-6.476972451196339
3.523433398238865E-7,3.6361303060774184E-7,-1.5405858310626708E-6,-6.506894120078982
3.424664748200638E-7,3.619220849809116E-7,-1.5405858310626708E-6,-6.485153031314599
3.4874805296831406E-7,3.7205286761792745E-7,-1.5405858310626708E-6,-6.443025487562146
3.410876435731714E-7,3.6168602539457853E-7,-1.5405858310626708E-6,-6.48387872276021
3.312107785693486E-7,3.599950797677482E-7,-1.5405858310626708E-6,-6.4587445530039975
3.3749235671759886E-7,3.701258624047641E-7,-1.5405858310626708E-6,-6.400317544598161
