% Model,Slab_sims.mph
% Version,COMSOL 6.1.0.357
% Date,"Feb 28 2024, 14:52"
% Dimension,3
% Nodes,35146
% Expressions,1
% Description,Slice
% X,Y,Z,real(ewfd2.Ey)
3.459302424548514E-7,-1.4978482988879665E-7,-1.5405858310626708E-6,53.80129238327571
3.538703792417597E-7,-1.5598253223066687E-7,-1.5405858310626708E-6,53.93657441360035
3.4510926350531225E-7,-1.5006588966518488E-7,-1.5405858310626708E-6,53.78301341191657
3.5469135819129886E-7,-1.5570147245427864E-7,-1.5405858310626708E-6,53.90328552222648
3.363035874083536E-7,-1.4328366283145828E-7,-1.5405858310626708E-6,53.70540081077441
3.4424372419526187E-7,-1.4948136517332852E-7,-1.5405858310626708E-6,53.77012556106709
3.354826084588144E-7,-1.4356472260784654E-7,-1.5405858310626708E-6,53.63045345169206
3.4506470314480103E-7,-1.4920030539694027E-7,-1.5405858310626708E-6,53.792295164118464
3.266769323618558E-7,-1.3678249577412015E-7,-1.5405858310626708E-6,53.62609968234773
3.34617069148764E-7,-1.4298019811599018E-7,-1.5405858310626708E-6,53.61893772999005
3.2585595341231633E-7,-1.370635555505085E-7,-1.5405858310626708E-6,53.50118522403531
3.354380480983032E-7,-1.426991383396019E-7,-1.5405858310626708E-6,53.69789525008508
3.3679919426803986E-7,-1.529108179095812E-7,-1.5405858310626708E-6,53.74924456390689
3.447393310549482E-7,-1.5910852025145142E-7,-1.5405858310626708E-6,53.88782344897814
3.359782153185007E-7,-1.5319187768596946E-7,-1.5405858310626708E-6,53.7465902426551
3.4556031000448736E-7,-1.5882746047506316E-7,-1.5405858310626708E-6,53.89047777022993
3.2717253922154203E-7,-1.4640965085224286E-7,-1.5405858310626708E-6,53.60901239904311
3.351126760084504E-7,-1.5260735319411308E-7,-1.5405858310626708E-6,53.734920295074105
3.2635156027200293E-7,-1.466907106286311E-7,-1.5405858310626708E-6,53.61627241529826
3.359336549579895E-7,-1.5232629341772485E-7,-1.5405858310626708E-6,53.73635671305742
3.2766814608122847E-7,-1.5603680593036597E-7,-1.5405858310626708E-6,53.72371202007671
3.356082828681362E-7,-1.6223450827223614E-7,-1.5405858310626708E-6,53.85103903033267
3.26847167131689E-7,-1.5631786570675434E-7,-1.5405858310626708E-6,53.731517488920645
3.3642926181767565E-7,-1.6195344849584775E-7,-1.5405858310626708E-6,53.85261743103902
3.5473591855181007E-7,-1.5656705672252325E-7,-1.5405858310626708E-6,53.691405371503336
3.456048703649986E-7,-1.596930447433078E-7,-1.5405858310626708E-6,53.71271243889282
3.3647382217818687E-7,-1.628190327640927E-7,-1.5405858310626708E-6,53.74387834626626
3.4642584931453773E-7,-1.5941198496691955E-7,-1.5405858310626708E-6,53.71032777766257
3.2630699991149166E-7,-1.4582512636038648E-7,-1.5405858310626708E-6,53.606131228640294
3.372948011277263E-7,-1.6253797298770434E-7,-1.5405858310626708E-6,53.74060726981531
3.268026067711778E-7,-1.5545228143850938E-7,-1.5405858310626708E-6,53.72136210694896
3.2729821363086405E-7,-1.6507943651663233E-7,-1.5405858310626708E-6,53.836750867617084
3.2816375294091474E-7,-1.656639610084889E-7,-1.5405858310626708E-6,53.78074560195198
3.5555689750134923E-7,-1.56285996946135E-7,-1.5405858310626708E-6,53.69444823964186
3.258113930518051E-7,-1.3619797128226358E-7,-1.5405858310626708E-6,53.503699883196134
3.273427739913753E-7,-1.6594502078487726E-7,-1.5405858310626708E-6,53.755371634733066
3.53771013466759E-7,-1.1916739179675318E-7,-1.5405858310626708E-6,53.72838156866025
3.5463655277680967E-7,-1.1975191628860976E-7,-1.5405858310626708E-6,53.979284891771535
3.4615463566855214E-7,-1.2491836566660006E-7,-1.5405858310626708E-6,53.89227472777897
3.4528909635850176E-7,-1.2433384117474368E-7,-1.5405858310626708E-6,53.67326323114373
3.44451139995108E-7,-1.248442516252566E-7,-1.5405858310626708E-6,53.66829636913454
3.4531667930515833E-7,-1.2542877611711298E-7,-1.5405858310626708E-6,53.88420049584862
