% Model,Slab_sims.mph
% Version,COMSOL 6.1.0.357
% Date,"Feb 28 2024, 14:41"
% Dimension,3
% Nodes,34928
% Expressions,1
% Description,Slice
% X,Y,Z,imag(ewfd.Ey)
1.3886310890276603E-7,4.114615065183871E-7,-1.5640000000000002E-6,-1.7806678161662072E7
1.6470192258321543E-7,3.692921171878256E-7,-1.5640000000000002E-6,-1.7832606019173697E7
1.0936748067772752E-7,3.695022927558551E-7,-1.5640000000000002E-6,-1.786051701124613E7
1.432226406277885E-7,4.176631890917889E-7,-1.5640000000000002E-6,-1.7813967410676777E7
6.201965830166638E-8,3.595476344132401E-7,-1.5640000000000002E-6,-1.7827833177291974E7
6.323287865256504E-8,3.5288326960373594E-7,-1.5640000000000002E-6,-1.783748938863058E7
5.87882071353091E-8,3.5272644908923454E-7,-1.5640000000000002E-6,-1.7839405330071144E7
6.646432981892231E-8,3.597044549277415E-7,-1.5640000000000002E-6,-1.782761106473168E7
5.0598408048596575E-8,3.5914466057502016E-7,-1.5640000000000002E-6,-1.782865939866001E7
5.181162839949531E-8,3.52480295765516E-7,-1.5640000000000002E-6,-1.784205961548494E7
4.736695688223937E-8,3.523234752510146E-7,-1.5640000000000002E-6,-1.784421617607957E7
5.5043079565852665E-8,3.593014810895216E-7,-1.5640000000000002E-6,-1.7828073111941636E7
3.917715779552685E-8,3.5874168673680026E-7,-1.5640000000000002E-6,-1.7830421420160692E7
4.0390378146425574E-8,3.52077321927296E-7,-1.5640000000000002E-6,-1.7847248149353363E7
3.594570662916963E-8,3.5192050141279463E-7,-1.5640000000000002E-6,-1.7849645329102073E7
4.3621829312782943E-8,3.588985072513016E-7,-1.5640000000000002E-6,-1.7829470959284235E7
2.7755907542457185E-8,3.583387128985803E-7,-1.5640000000000002E-6,-1.7833119241794005E7
2.8969127893355846E-8,3.516743480890761E-7,-1.5640000000000002E-6,-1.7853054990235858E7
2.45244563760999E-8,3.5151752757457473E-7,-1.5640000000000002E-6,-1.7861185142907627E7
3.220057905971312E-8,3.584955334130817E-7,-1.5640000000000002E-6,-1.7831804606759463E7
5.672949906328784E-8,3.4838077633592687E-7,-1.5640000000000002E-6,-1.783970717036304E7
5.79427194141865E-8,3.417164115264227E-7,-1.5640000000000002E-6,-1.7837674455371153E7
5.3498047896930565E-8,3.415595910119213E-7,-1.5640000000000002E-6,-1.783974370449088E7
6.117417058054378E-8,3.485375968504282E-7,-1.5640000000000002E-6,-1.783763792124331E7
4.5308248810218113E-8,3.4797780249770686E-7,-1.5640000000000002E-6,-1.7844671324050635E7
4.652146916111677E-8,3.413134376882027E-7,-1.5640000000000002E-6,-1.784263862930634E7
4.2076797643860824E-8,3.4115661717370134E-7,-1.5640000000000002E-6,-1.7844948497580137E7
4.975292032747405E-8,3.481346230122083E-7,-1.5640000000000002E-6,-1.7842361455776837E7
3.388699855714837E-8,3.4757482865948696E-7,-1.5640000000000002E-6,-1.7850253784752302E7
3.510021890804703E-8,3.409104638499828E-7,-1.5640000000000002E-6,-1.784822111025559E7
3.0655547390791096E-8,3.4075364333548144E-7,-1.5640000000000002E-6,-1.785574454364405E7
3.833167007440431E-8,3.477316491739883E-7,-1.5640000000000002E-6,-1.784770329732442E7
5.143933982490931E-8,3.3721391825861357E-7,-1.5640000000000002E-6,-1.784013594195591E7
5.2652560175808114E-8,3.305495534491095E-7,-1.5640000000000002E-6,-1.7838091811209433E7
4.820788865855203E-8,3.3039273293460815E-7,-1.5640000000000002E-6,-1.7840314368008327E7
5.5884011342165245E-8,3.3737073877311496E-7,-1.5640000000000002E-6,-1.783791338515702E7
4.0018089571839566E-8,3.3681094442039367E-7,-1.5640000000000002E-6,-1.784549404272434E7
4.1231309922738386E-8,3.301465796108896E-7,-1.5640000000000002E-6,-1.784344993222545E7
3.678663840548229E-8,3.2998975909638815E-7,-1.5640000000000002E-6,-1.7850391573332235E7
4.446276108909551E-8,3.36967764934895E-7,-1.5640000000000002E-6,-1.784303086677137E7
4.6149180586530654E-8,3.2604706018130027E-7,-1.5640000000000002E-6,-1.7840797002646472E7
4.736240093742953E-8,3.193826953717962E-7,-1.5640000000000002E-6,-1.7838741456145544E7
4.291772942017348E-8,3.192258748572948E-7,-1.5640000000000002E-6,-1.78451262319723E7
5.059385210378684E-8,3.262038806958016E-7,-1.5640000000000002E-6,-1.783842113816841E7
7.020945738837883E-8,3.5312942292745444E-7,-1.5640000000000002E-6,-1.7835353934926912E7
6.491929815000029E-8,3.4196256485014125E-7,-1.5640000000000002E-6,-1.7834845286271133E7
5.962913891162175E-8,3.3079570677282806E-7,-1.5640000000000002E-6,-1.78349541402207E7
5.433897967324322E-8,3.1962884869551475E-7,-1.5640000000000002E-6,-1.783568049677556E7
6.815074931635757E-8,3.4878375017414677E-7,-1.5640000000000002E-6,-1.783528144350578E7
2.6910419821334588E-8,3.473286753357684E-7,-1.5640000000000002E-6,-1.7859004051772404E7
6.286059007797904E-8,3.3761689209683347E-7,-1.5640000000000002E-6,-1.7835013100961946E7
3.3041510836025776E-8,3.365647910966751E-7,-1.5640000000000002E-6,-1.7853597554021142E7
5.757043083960038E-8,3.2645003401952017E-7,-1.5640000000000002E-6,-1.783536226102341E7
3.917260185071711E-8,3.258009068575817E-7,-1.5640000000000002E-6,-1.7848278685221624E7
4.5303692865408163E-8,3.150370226184884E-7,-1.5640000000000002E-6,-1.7843047445374064E7
5.2280271601221954E-8,3.15283175942207E-7,-1.5640000000000002E-6,-1.7836328923690222E7
7.34409085547361E-8,3.5995060825146007E-7,-1.5640000000000002E-6,-1.785267833707633E7
2.0779328806643394E-8,3.580925595748618E-7,-1.5640000000000002E-6,-1.784655546355894E7
4.904882043486468E-8,3.084619906182014E-7,-1.5640000000000002E-6,-1.7840786990263246E7
5.88700363909252E-8,3.65955246365103E-7,-1.5640000000000002E-6,-1.78147452931099E7
6.584661512673899E-8,3.6620139968882157E-7,-1.5640000000000002E-6,-1.7816991767297223E7
4.744878613785547E-8,3.6555227252688305E-7,-1.5640000000000002E-6,-1.781228039585371E7
5.4425364873669264E-8,3.657984258506016E-7,-1.5640000000000002E-6,-1.7813761305952016E7
5.686346048503978E-8,3.700374378538731E-7,-1.5640000000000002E-6,-1.7813990241144717E7
5.371383857429859E-8,3.764450498057358E-7,-1.5640000000000002E-6,-1.7812832734803036E7
6.069041731011224E-8,3.7669120312945436E-7,-1.5640000000000002E-6,-1.7814626342375964E7
3.602753588478574E-8,3.651492986886631E-7,-1.5640000000000002E-6,-1.7811068791848622E7
4.300411462059953E-8,3.6539545201238166E-7,-1.5640000000000002E-6,-1.7811784137857914E7
4.544221023197004E-8,3.6963446401565317E-7,-1.5640000000000002E-6,-1.781181385827621E7
4.229258832122886E-8,3.760420759675159E-7,-1.5640000000000002E-6,-1.781110921854892E7
4.926916705704251E-8,3.7628822929123446E-7,-1.5640000000000002E-6,-1.7812137262032837E7
5.17072626684131E-8,3.805272412945061E-7,-1.5640000000000002E-6,-1.7812238780701235E7
4.855764075767199E-8,3.869348532463688E-7,-1.5640000000000002E-6,-1.781133414162408E7
5.553421949348563E-8,3.8718100657008737E-7,-1.5640000000000002E-6,-1.7812674882582612E7
2.4606285631716004E-8,3.647463248504432E-7,-1.5640000000000002E-6,-1.7818378743882865E7
3.1582864367529795E-8,3.6499247817416176E-7,-1.5640000000000002E-6,-1.781106026301492E7
3.4020959978900315E-8,3.6923149017743327E-7,-1.5640000000000002E-6,-1.7810890768658813E7
3.0871338068159134E-8,3.7563910212929595E-7,-1.5640000000000002E-6,-1.7818319124085017E7
3.7847916803972766E-8,3.758852554530145E-7,-1.5640000000000002E-6,-1.7810901474940818E7
4.028601241534337E-8,3.801242674562862E-7,-1.5640000000000002E-6,-1.7810803778834812E7
3.7136390504602264E-8,3.865318794081489E-7,-1.5640000000000002E-6,-1.7818507348842517E7
4.41129692404159E-8,3.8677803273186747E-7,-1.5640000000000002E-6,-1.7810927183241565E7
4.65510648517865E-8,3.910170447351391E-7,-1.5640000000000002E-6,-1.781090128538566E7
4.3401442941045393E-8,3.9742465668700203E-7,-1.5640000000000002E-6,-1.781894341815541E7
5.0378021676859184E-8,3.9767081001072054E-7,-1.5640000000000002E-6,-1.781113738791717E7
6.130813200229571E-8,3.701942583683745E-7,-1.5640000000000002E-6,-1.7815173443077005E7
4.988688174922598E-8,3.6979128453015456E-7,-1.5640000000000002E-6,-1.781250933104641E7
5.6151934185669196E-8,3.8068406180900747E-7,-1.5640000000000002E-6,-1.7813133468245838E7
3.846563149615625E-8,3.693883106919346E-7,-1.5640000000000002E-6,-1.7811098512266915E7
4.473068393259946E-8,3.802810879707875E-7,-1.5640000000000002E-6,-1.7811210737217322E7
5.099573636904259E-8,3.911738652496405E-7,-1.5640000000000002E-6,-1.7811507458542578E7
7.029128664399492E-8,3.663582202033229E-7,-1.5640000000000002E-6,-1.783025378855504E7
6.513508882736832E-8,3.7684802364395576E-7,-1.5640000000000002E-6,-1.7826339685445577E7
5.997889101074173E-8,3.8733782708458877E-7,-1.5640000000000002E-6,-1.7822898313778047E7
5.482269319411512E-8,3.9782763052522193E-7,-1.5640000000000002E-6,-1.781992967355246E7
6.82847107381095E-8,3.704404116920931E-7,-1.5640000000000002E-6,-1.782867002450168E7
6.312851292148284E-8,3.80930215132726E-7,-1.5640000000000002E-6,-1.7824939888639983E7
5.7972315104856236E-8,3.9142001857335904E-7,-1.5640000000000002E-6,-1.782168248422022E7
5.28161172882297E-8,4.0190982201399205E-7,-1.5640000000000002E-6,-1.78188978112424E7
2.704438124308652E-8,3.689853368537147E-7,-1.5640000000000002E-6,-1.781830239879243E7
3.330943367952973E-8,3.798781141325676E-7,-1.5640000000000002E-6,-1.781833922969932E7
3.957448611597286E-8,3.907708914114205E-7,-1.5640000000000002E-6,-1.7818623905161537E7
4.5839538552415907E-8,4.0166366869027354E-7,-1.5640000000000002E-6,-1.781915642517919E7
4.9666495377488516E-8,4.0831743396585494E-7,-1.5640000000000002E-6,-1.7825990435286082E7
5.188032476079075E-8,3.034783890386389E-7,-1.5640000000000002E-6,-1.7844430544508945E7
5.470256461908992E-8,3.0943578096913644E-7,-1.5640000000000002E-6,-1.7838451675658897E7
5.4929250808069295E-8,3.03080656249876E-7,-1.5640000000000002E-6,-1.783205937487226E7
5.4504337938486063E-8,3.1499304620701605E-7,-1.5640000000000002E-6,-1.783083170450335E7
5.7170483999169296E-8,3.146452471159521E-7,-1.5640000000000002E-6,-1.7837670741850954E7
5.999272385746846E-8,3.206026390464497E-7,-1.5640000000000002E-6,-1.78371844577898E7
6.021941004644783E-8,3.1424751432718927E-7,-1.5640000000000002E-6,-1.783065280388285E7
5.979449717686461E-8,3.2615990428432935E-7,-1.5640000000000002E-6,-1.7829686344549797E7
6.246064323754783E-8,3.258121051932654E-7,-1.5640000000000002E-6,-1.7836871302439198E7
6.528288309584701E-8,3.317694971237628E-7,-1.5640000000000002E-6,-1.78369199560335E7
6.550956928482638E-8,3.254143724045025E-7,-1.5640000000000002E-6,-1.7830248949006263E7
6.508465641524315E-8,3.3732676236164254E-7,-1.5640000000000002E-6,-1.7829543700709023E7
6.775080247592646E-8,3.369789632705787E-7,-1.5640000000000002E-6,-1.783707457914024E7
7.057304233422554E-8,3.429363552010763E-7,-1.5640000000000002E-6,-1.7837658170390133E7
7.079972852320491E-8,3.365812304818159E-7,-1.5640000000000002E-6,-1.783084781024256E7
7.037481565362167E-8,3.4849362043895595E-7,-1.5640000000000002E-6,-1.783040377298121E7
7.304096171430491E-8,3.4814582134789193E-7,-1.5640000000000002E-6,-1.7838280571954202E7
7.586320157260408E-8,3.541032132783895E-7,-1.5640000000000002E-6,-1.782803175983589E7
7.608988776158345E-8,3.4774808855912907E-7,-1.5640000000000002E-6,-1.7832449387591675E7
5.915629990844731E-8,2.906722771402014E-7,-1.5640000000000002E-6,-1.7849790897448197E7
6.092700992082364E-8,2.944100223598226E-7,-1.5640000000000002E-6,-1.7841624800471216E7
6.106923578561428E-8,2.904227344129092E-7,-1.5640000000000002E-6,-1.7837514625320077E7
5.747262751445357E-8,3.0274887243661903E-7,-1.5640000000000002E-6,-1.783887580904902E7
6.040850888445467E-8,3.089461472469476E-7,-1.5640000000000002E-6,-1.7837946796117537E7
6.064432291603106E-8,3.0233512437004925E-7,-1.5640000000000002E-6,-1.7830956005395543E7
6.444645914682586E-8,3.018391352175147E-7,-1.5640000000000002E-6,-1.7840896943703897E7
6.621716915920219E-8,3.055768804371359E-7,-1.5640000000000002E-6,-1.7840785955484E7
6.635939502399283E-8,3.0158959249022253E-7,-1.5640000000000004E-6,-1.783658834837179E7
6.27627867528321E-8,3.139157305139323E-7,-1.5640000000000002E-6,-1.7837799229826093E7
6.569866812283321E-8,3.201130053242609E-7,-1.5640000000000002E-6,-1.78374266945775E7
6.59344821544096E-8,3.1350198244736255E-7,-1.5640000000000002E-6,-1.783029093948312E7
6.97366183852044E-8,3.1300599329482797E-7,-1.5640000000000002E-6,-1.7840725187983416E7
7.150732839758073E-8,3.1674373851444914E-7,-1.5640000000000002E-6,-1.7840949826609626E7
7.164955426237136E-8,3.127564505675358E-7,-1.5640000000000004E-6,-1.7836664787536357E7
6.805294599121065E-8,3.2508258859124553E-7,-1.5640000000000002E-6,-1.7837725366716005E7
7.098882736121176E-8,3.3127986340157416E-7,-1.5640000000000002E-6,-1.783790930915031E7
7.122464139278813E-8,3.246688405246758E-7,-1.5640000000000002E-6,-1.783062858968354E7
7.502677762358294E-8,3.2417285137214127E-7,-1.5640000000000002E-6,-1.784155614837578E7
7.679748763595926E-8,3.2791059659176244E-7,-1.5640000000000002E-6,-1.78421164138481E7
7.693971350074991E-8,3.239233086448491E-7,-1.5640000000000004E-6,-1.783774394281377E7
7.334310522958919E-8,3.3624944666855883E-7,-1.5640000000000002E-6,-1.7838654219718765E7
7.627898659959029E-8,3.424467214788874E-7,-1.5640000000000002E-6,-1.7839394639835954E7
7.651480063116666E-8,3.3583569860198905E-7,-1.5640000000000002E-6,-1.7831968955996808E7
8.031693686196148E-8,3.353397094494545E-7,-1.5640000000000002E-6,-1.7843389824880984E7
8.20876468743378E-8,3.390774546690757E-7,-1.5640000000000002E-6,-1.7833450034447268E7
8.222987273912844E-8,3.3509016672216233E-7,-1.5640000000000004E-6,-1.783982581420402E7
6.643227505610359E-8,2.778661652417641E-7,-1.5640000000000002E-6,-1.7855853748526562E7
6.715145522255734E-8,2.793842637505094E-7,-1.5640000000000002E-6,-1.784538713444493E7
6.720922076315926E-8,2.7776481257594255E-7,-1.5640000000000002E-6,-1.784367733455013E7
6.26649834276852E-8,2.902145689310311E-7,-1.5640000000000002E-6,-1.7841870217500754E7
6.647803809566614E-8,2.982634457983805E-7,-1.5640000000000002E-6,-1.7841081640235953E7
6.678430789357606E-8,2.896772025330825E-7,-1.5640000000000002E-6,-1.7831787765069902E7
7.172243429448238E-8,2.8903302331907725E-7,-1.5640000000000002E-6,-1.7844942901024997E7
7.244161446093591E-8,2.90551121827822E-7,-1.5640000000000002E-6,-1.784497666233946E7
7.249938000153782E-8,2.889316706532557E-7,-1.5640000000000004E-6,-1.784323135164285E7
6.795514266606371E-8,3.013814270083444E-7,-1.5640000000000002E-6,-1.784115098168087E7
7.176819733404466E-8,3.094303038756938E-7,-1.5640000000000002E-6,-1.784108514473114E7
7.207446713195459E-8,3.008440606103958E-7,-1.5640000000000002E-6,-1.7831602993198626E7
7.701259353286096E-8,3.0019988139639055E-7,-1.5640000000000002E-6,-1.7845398828995787E7
7.773177369931446E-8,3.017179799051353E-7,-1.5640000000000002E-6,-1.784556890634697E7
7.778953923991637E-8,3.00098528730569E-7,-1.5640000000000004E-6,-1.784378808484855E7
7.324530190444224E-8,3.125482850856576E-7,-1.5640000000000002E-6,-1.784143446197385E7
7.705835657242322E-8,3.205971619530071E-7,-1.5640000000000002E-6,-1.7842091365339197E7
7.736462637033313E-8,3.12010918687709E-7,-1.5640000000000002E-6,-1.7832420937440123E7
8.23027527712395E-8,3.1136673947370386E-7,-1.5640000000000002E-6,-1.7846857473079428E7
8.3021932937693E-8,3.128848379824486E-7,-1.5640000000000002E-6,-1.7847163866467323E7
8.30796984782949E-8,3.112653868078823E-7,-1.5640000000000004E-6,-1.7845347534167096E7
