% Model,Slab_sims.mph
% Version,COMSOL 6.1.0.357
% Date,"Feb 28 2024, 14:46"
% Dimension,3
% Nodes,35935
% Expressions,1
% Description,Slice
% X,Y,Z,imag(ewfd.Ey)
-4.441732756792678E-7,-4.3505199238233563E-7,-1.487792915531335E-6,-4.006856758421059E7
-4.4434828356128363E-7,-4.35875370081548E-7,-1.4877929155313349E-6,-4.0059455308842786E7
-4.449353300648313E-7,-4.3549451343950846E-7,-1.487792915531335E-6,-4.006616502806719E7
-4.444181013533734E-7,-4.3620384907548116E-7,-1.487792915531335E-6,-4.0058259866431884E7
-4.4600991087498493E-7,-4.436930001148057E-7,-1.487792915531335E-6,-3.9975062516503066E7
-4.5000000000000003E-7,-4.4110436031130106E-7,-1.487792915531335E-6,-4.002088432750255E7
-4.441732756792678E-7,-4.365396068773918E-7,-1.4877929155313349E-6,-4.005644730014521E7
-4.376999394813167E-7,-4.3129295938938965E-7,-1.487792915531335E-6,-4.001344394020159E7
-4.383465513585356E-7,-4.304061856334205E-7,-1.487792915531335E-6,-4.001907677719438E7
-4.4417327567926786E-7,-4.22415323737849E-7,-1.487792915531335E-6,-4.0071000857648276E7
-4.383465513585356E-7,-4.397690983626049E-7,-1.487792915531335E-6,-4.013239139786487E7
-4.4417327567926786E-7,-4.4488454918130246E-7,-1.487792915531335E-6,-4.011475720011944E7
-4.5000000000000003E-7,-4.3843554118818465E-7,-1.487792915531335E-6,-4.004696276465684E7
-4.404633322850158E-7,-4.416274819289662E-7,-1.487792915531335E-6,-4.012873869766311E7
-4.4674261966936764E-7,-4.471402510292355E-7,-1.487792915531335E-6,-4.011037070140979E7
-4.5000000000000003E-7,-4.2854874498182014E-7,-1.487792915531335E-6,-4.01170220306629E7
-4.5000000000000003E-7,-4.426730281213627E-7,-1.487792915531335E-6,-4.001244427695597E7
-4.5000000000000003E-7,-4.144244618422775E-7,-1.487792915531335E-6,-4.011699693948406E7
-4.3418404490066384E-7,-4.3611471282869675E-7,-1.487792915531335E-6,-4.006878710859614E7
-4.5000000000000003E-7,-4.5000000000000003E-7,-1.487792915531335E-6,-4.009815452235906E7
-4.2707632396846776E-7,-4.4488454918130246E-7,-1.487792915531335E-6,-4.02295015928891E7
-4.274825337883379E-7,-4.4519932737588626E-7,-1.487792915531335E-6,-4.0305966849072635E7
-4.2763289204877436E-7,-4.4488454918130246E-7,-1.487792915531335E-6,-4.030415716218336E7
-4.2949112091475424E-7,-4.4488454918130246E-7,-1.487792915531335E-6,-4.030370396195404E7
-4.335185125776938E-7,-4.498766995439612E-7,-1.487792915531335E-6,-4.030743515738275E7
-4.3590308386402114E-7,-4.4488454918130246E-7,-1.487792915531335E-6,-4.027930325885902E7
-4.31819641983771E-7,-4.4856021876917975E-7,-1.487792915531335E-6,-4.0308874568161845E7
-4.3122226186283616E-7,-4.3976909836260484E-7,-1.487792915531335E-6,-4.0200333666793995E7
-4.3642190671339393E-7,-4.437983825858632E-7,-1.487792915531335E-6,-4.027804171104066E7
-4.3782356522937144E-7,-4.4488454918130235E-7,-1.4877929155313349E-6,-4.027920888540075E7
-4.4245788550274975E-7,-4.484757547539382E-7,-1.487792915531335E-6,-4.027528879475665E7
-4.370251629275289E-7,-4.4586965503977606E-7,-1.487792915531335E-6,-4.028076555494465E7
-4.2386953682820315E-7,-4.488412321611267E-7,-1.487792915531335E-6,-4.024069957217546E7
-4.2518942455425986E-7,-4.5000000000000003E-7,-1.487792915531335E-6,-4.031201976096977E7
-4.2843170535726433E-7,-4.43212216644825E-7,-1.487792915531335E-6,-4.022336412644598E7
-4.2730770618569E-7,-4.4459905905031675E-7,-1.487792915531335E-6,-4.0227309073828116E7
-4.334596163695066E-7,-4.5000000000000003E-7,-1.487792915531335E-6,-4.030757658144017E7
-4.30745875543177E-7,-4.403568859395068E-7,-1.487792915531335E-6,-4.020190834943108E7
-4.4172980818475326E-7,-4.5E-7,-1.487792915531335E-6,-4.027705229733804E7
-4.327317372770468E-7,-4.5E-7,-1.487792915531335E-6,-4.0310331891357265E7
-4.3367762733500304E-7,-4.5000000000000003E-7,-1.4877929155313349E-6,-4.030757025062096E7
-4.444248685959065E-7,-4.5000000000000003E-7,-1.487792915531335E-6,-4.027696156201099E7
-4.229303860740994E-7,-4.5000000000000003E-7,-1.487792915531335E-6,-4.015901315163668E7
-4.132108268000999E-7,-3.896780639734473E-7,-1.487792915531335E-6,-4.00903247583943E7
-4.0738410247936765E-7,-3.976689258690187E-7,-1.487792915531335E-6,-4.004668793101873E7
-3.9985588106083504E-7,-3.9127962659761373E-7,-1.487792915531335E-6,-4.0065246898737505E7
-4.1728137908746834E-7,-3.939819460125006E-7,-1.487792915531335E-6,-4.007660079005843E7
-4.2095143901989183E-7,-3.9786237891454776E-7,-1.487792915531335E-6,-4.0064007382681735E7
-4.203355378917638E-7,-3.92657105572116E-7,-1.487792915531335E-6,-4.008130902426316E7
-4.077907038631622E-7,-3.9809883421295473E-7,-1.487792915531335E-6,-4.00453265561942E7
-4.1512471469915966E-7,-4.0585324081011925E-7,-1.487792915531335E-6,-4.002033191188E7
-4.138939376462596E-7,-3.9545135860638275E-7,-1.487792915531335E-6,-4.005510810531522E7
-4.074523374007555E-7,-3.9824561164064963E-7,-1.487792915531335E-6,-4.004315900928042E7
-4.067374906021484E-7,-3.985556996249883E-7,-1.487792915531335E-6,-4.004196965811708E7
-4.075964932806271E-7,-3.9946394153871466E-7,-1.487792915531335E-6,-4.003906219059641E7
-4.2502199130726014E-7,-4.0216626095360096E-7,-1.487792915531335E-6,-4.005017954525722E7
-4.2869205123968384E-7,-4.060466938556482E-7,-1.487792915531335E-6,-4.003749248823467E7
-4.280761501115557E-7,-4.0084142051321636E-7,-1.487792915531335E-6,-4.0054870128280364E7
-4.15531316082954E-7,-4.062831491540551E-7,-1.487792915531335E-6,-4.0018960161727466E7
-4.2286532691895167E-7,-4.140375557512197E-7,-1.487792915531335E-6,-3.9993778374006845E7
-4.2163454986605157E-7,-4.036356735474832E-7,-1.487792915531335E-6,-4.002870643786671E7
-4.1519294962054746E-7,-4.064299265817499E-7,-1.487792915531335E-6,-4.001679457036618E7
-4.1447810282194075E-7,-4.067400145660884E-7,-1.487792915531335E-6,-4.001560935058286E7
-4.15337105500419E-7,-4.0764825647981447E-7,-1.487792915531335E-6,-4.001267996372079E7
-4.3276260352705215E-7,-4.103505758947014E-7,-1.487792915531335E-6,-4.0023560781721584E7
-4.3643266345947585E-7,-4.1423100879674855E-7,-1.487792915531335E-6,-4.0010780075053155E7
-4.358167623313477E-7,-4.0902573545431675E-7,-1.487792915531335E-6,-4.002823371356311E7
-4.23271928302746E-7,-4.144674640951555E-7,-1.487792915531335E-6,-3.9992396248526305E7
-4.3060593913874363E-7,-4.222218706923201E-7,-1.487792915531335E-6,-3.996702731739921E7
-4.293751620858436E-7,-4.118199884885836E-7,-1.487792915531335E-6,-4.000210725168375E7
-4.2293356184033947E-7,-4.1461424152285037E-7,-1.487792915531335E-6,-3.9990232612717524E7
-4.2221871504173276E-7,-4.1492432950718887E-7,-1.487792915531335E-6,-3.998905152431422E7
-4.23077717720211E-7,-4.1583257142091486E-7,-1.487792915531335E-6,-3.998610021811074E7
-4.4050321574684417E-7,-4.185348908358018E-7,-1.487792915531335E-6,-3.999674449945147E7
-4.435573745511397E-7,-4.1721005039541715E-7,-1.487792915531335E-6,-4.0001399780111395E7
-4.3101254052253796E-7,-4.226517790362559E-7,-1.487792915531335E-6,-3.996563481659066E7
-4.371157743056355E-7,-4.20004303429684E-7,-1.487792915531335E-6,-3.9975310546766326E7
-4.306741740601314E-7,-4.2279855646395076E-7,-1.487792915531335E-6,-3.9963473136334375E7
-4.299593272615247E-7,-4.2310864444828926E-7,-1.487792915531335E-6,-3.996229617931109E7
-4.30818329940003E-7,-4.240168863620153E-7,-1.487792915531335E-6,-3.9959322953766204E7
-4.150859032265686E-7,-3.871065545038402E-7,-1.487792915531335E-6,-4.00990082981783E7
-4.1113113415821097E-7,-3.9253018735732516E-7,-1.487792915531335E-6,-4.006435847007947E7
-4.071763650898534E-7,-3.979538202108101E-7,-1.487792915531335E-6,-4.004407657198627E7
-4.228265154463606E-7,-3.9529086944494055E-7,-1.487792915531335E-6,-4.007270335816263E7
-4.18871746378003E-7,-4.007145022984256E-7,-1.487792915531335E-6,-4.003802730163453E7
-4.149169773096455E-7,-4.0613813515191056E-7,-1.487792915531335E-6,-4.001771917511212E7
-4.305671276661526E-7,-4.03475184386041E-7,-1.487792915531335E-6,-4.00462008994124E7
-4.266123585977951E-7,-4.08898817239526E-7,-1.487792915531335E-6,-4.001149861445515E7
-4.2265758952943746E-7,-4.14322450093011E-7,-1.487792915531335E-6,-3.999116425950356E7
-4.383077398859446E-7,-4.116594993271414E-7,-1.487792915531335E-6,-4.001950092192774E7
-4.34352970817587E-7,-4.1708313218062645E-7,-1.487792915531335E-6,-3.998477240854129E7
-4.303982017492294E-7,-4.225067650341114E-7,-1.487792915531335E-6,-3.99644118251605E7
-4.1903755112083204E-7,-3.8168720207787593E-7,-1.487792915531335E-6,-4.010314560858318E7
-4.267720543117745E-7,-3.8986505781204646E-7,-1.487792915531335E-6,-4.0092309359624654E7
-4.0101073715525144E-7,-4.010398646749164E-7,-1.487792915531335E-6,-3.9996672684313565E7
-4.267781633406241E-7,-3.8987151701897606E-7,-1.487792915531335E-6,-4.009230081448773E7
-4.345126665315663E-7,-3.980493727531469E-7,-1.487792915531335E-6,-4.0081376604016095E7
-4.0875134937504335E-7,-4.092241796160168E-7,-1.487792915531335E-6,-3.999522122631428E7
-4.345187755604161E-7,-3.980558319600767E-7,-1.487792915531335E-6,-4.0081367989403546E7
-4.4225327875135826E-7,-4.062336876942473E-7,-1.487792915531335E-6,-4.007035581741886E7
-4.1649196159483536E-7,-4.174084945571172E-7,-1.487792915531335E-6,-3.9993632250225216E7
-4.42259387780208E-7,-4.062401469011771E-7,-1.487792915531335E-6,-4.007034713333069E7
-4.499938909711502E-7,-4.144180026353477E-7,-1.487792915531335E-6,-4.005924699983293E7
-4.242325738146273E-7,-4.2559280949821754E-7,-1.487792915531335E-6,-3.999190575604636E7
-4.319731860344193E-7,-4.337771244393179E-7,-1.487792915531335E-6,-3.999004174377775E7
-3.954809838017039E-7,-3.951931381231948E-7,-1.487792915531335E-6,-3.999756066532785E7
-4.0322159602149584E-7,-4.033774530642951E-7,-1.487792915531335E-6,-3.999620744776443E7
-4.1096220824128796E-7,-4.115617680053956E-7,-1.487792915531335E-6,-3.99947167121112E7
-4.187028204610799E-7,-4.1974608294649596E-7,-1.487792915531335E-6,-3.99930884583682E7
-4.264434326808719E-7,-4.279303978875964E-7,-1.487792915531335E-6,-3.99913226865354E7
-4.198566401358052E-7,-4.3725102297124395E-7,-1.487792915531335E-6,-4.013115911198349E7
-4.2590116051845997E-7,-4.405366174357088E-7,-1.487792915531335E-6,-4.013714960272124E7
-4.3014973710216215E-7,-4.3863509498222105E-7,-1.487792915531335E-6,-4.011493752914107E7
-4.193357117486758E-7,-4.3670023424020207E-7,-1.487792915531335E-6,-4.012960869457703E7
-4.1211602791601325E-7,-4.290667080301436E-7,-1.487792915531335E-6,-4.010807589060579E7
-4.1612892460841114E-7,-4.4065691722002625E-7,-1.487792915531335E-6,-4.014516250432764E7
-4.1956709396589807E-7,-4.3641474410921635E-7,-1.487792915531335E-6,-4.012712500025011E7
-4.2069109313747237E-7,-4.3502790170372467E-7,-1.487792915531335E-6,-4.012166268240395E7
-4.18160548298668E-7,-4.3235230249460844E-7,-1.487792915531335E-6,-4.0114083081074975E7
-4.234816496430442E-7,-4.3158478342150444E-7,-1.487792915531335E-6,-4.0095031751469545E7
-4.224091248823702E-7,-4.3045078004112066E-7,-1.487792915531335E-6,-4.0091823309064984E7
-4.23005263323385E-7,-4.321725709984064E-7,-1.487792915531335E-6,-4.0097257254936315E7
-4.1159509952888384E-7,-4.285159192991017E-7,-1.487792915531335E-6,-4.010652025642362E7
-4.043754156962212E-7,-4.208823930890433E-7,-1.487792915531335E-6,-4.0084915151783E7
-4.083883123886192E-7,-4.3247260227892585E-7,-1.487792915531335E-6,-4.0122145658185974E7
-4.118264817461061E-7,-4.2823042916811596E-7,-1.487792915531335E-6,-4.010403139645344E7
-4.129504809176804E-7,-4.268435867626242E-7,-1.487792915531335E-6,-4.0098543985154435E7
-4.1041993607887584E-7,-4.2416798755350747E-7,-1.487792915531335E-6,-4.0090939041983634E7
-4.157410374232522E-7,-4.234004684804041E-7,-1.487792915531335E-6,-4.007185075462066E7
-4.1466851266257823E-7,-4.222664651000203E-7,-1.487792915531335E-6,-4.00686315715438E7
-4.1526465110359304E-7,-4.2398825605730607E-7,-1.487792915531335E-6,-4.007408689348463E7
-4.038544873090916E-7,-4.203316043580013E-7,-1.487792915531335E-6,-4.008335430082514E7
-3.966348034764293E-7,-4.12698078147943E-7,-1.487792915531335E-6,-4.006167689551509E7
-4.0064770016882706E-7,-4.2428828733782546E-7,-1.487792915531335E-6,-4.0099051294599235E7
-4.0408586952631394E-7,-4.2004611422701546E-7,-1.487792915531335E-6,-4.0080860275211684E7
-4.052098686978886E-7,-4.1865927182152335E-7,-1.487792915531335E-6,-4.007534777045984E7
-4.026793238590834E-7,-4.1598367261240617E-7,-1.487792915531335E-6,-4.006771748544718E7
-4.0800042520346E-7,-4.1521615353930366E-7,-1.487792915531335E-6,-4.00485922403267E7
-4.069279004427862E-7,-4.1408215015892E-7,-1.487792915531335E-6,-4.004536231657755E7
-4.07524038883801E-7,-4.158039411162055E-7,-1.487792915531335E-6,-4.005083901458788E7
-3.9611387508929966E-7,-4.121472894169009E-7,-1.487792915531335E-6,-4.006011082778155E7
-3.9290708794903505E-7,-4.16103972396725E-7,-1.487792915531335E-6,-4.0075879413567364E7
-3.963452573065221E-7,-4.1186179928591507E-7,-1.487792915531335E-6,-4.005761163652482E7
-3.974692564780967E-7,-4.104749568804229E-7,-1.487792915531335E-6,-4.005207403832013E7
-3.949387116392915E-7,-4.0779935767130583E-7,-1.487792915531335E-6,-4.0044418411465645E7
-4.00259812983668E-7,-4.0703183859820326E-7,-1.487792915531335E-6,-4.002525620858762E7
-3.991872882229942E-7,-4.0589783521781964E-7,-1.487792915531335E-6,-4.002201554416616E7
-3.9978342666400896E-7,-4.076196261751051E-7,-1.487792915531335E-6,-4.0027513618246E7
-3.9251920076387605E-7,-3.9884752365710287E-7,-1.487792915531335E-6,-4.000184265940345E7
-3.9204281444421695E-7,-3.994353112340047E-7,-1.487792915531335E-6,-4.0004110704459034E7
-4.1788235217743407E-7,-4.425108537102949E-7,-1.487792915531335E-6,-4.015038115758434E7
-4.199990927231651E-7,-4.3687150563960244E-7,-1.487792915531335E-6,-4.0128416240059964E7
-4.298564454886882E-7,-4.3941647251001036E-7,-1.487792915531335E-6,-4.011770961249848E7
-4.101417399576421E-7,-4.3432653876919447E-7,-1.487792915531335E-6,-4.012738187093558E7
-4.1225848050337316E-7,-4.2868719069850205E-7,-1.487792915531335E-6,-4.010532696246373E7
-4.221158332688962E-7,-4.3123215756890996E-7,-1.487792915531335E-6,-4.009460786139987E7
-4.024011277378501E-7,-4.2614222382809424E-7,-1.487792915531335E-6,-4.0104305066841744E7
-4.0451786828358115E-7,-4.205028757574017E-7,-1.487792915531335E-6,-4.008216016742241E7
-4.1437522104910426E-7,-4.230478426278096E-7,-1.487792915531335E-6,-4.0071428592856154E7
-3.946605155180581E-7,-4.179579088869938E-7,-1.487792915531335E-6,-4.0081150745302774E7
-3.9677725606378924E-7,-4.123185608163013E-7,-1.487792915531335E-6,-4.005891585493598E7
-4.066346088293123E-7,-4.1486352768670923E-7,-1.487792915531335E-6,-4.004817180686737E7
-3.9889399660952023E-7,-4.0667921274560884E-7,-1.487792915531335E-6,-4.002483750343346E7
-4.173041553892403E-7,-4.440512659013672E-7,-1.487792915531335E-6,-4.007375556427414E7
-4.151897738543075E-7,-4.418156850588996E-7,-1.487792915531335E-6,-4.007216544644744E7
-4.0956354316944826E-7,-4.3586695096026685E-7,-1.487792915531335E-6,-4.0067884616167754E7
-4.074491616345155E-7,-4.3363137011779925E-7,-1.487792915531335E-6,-4.0066286157113254E7
-4.0182293094965625E-7,-4.2768263601916656E-7,-1.487792915531335E-6,-4.006198313137311E7
-3.997085494147233E-7,-4.254470551766989E-7,-1.487792915531335E-6,-4.006037633109081E7
-3.940823187298643E-7,-4.1949832107806617E-7,-1.487792915531335E-6,-4.005605110989018E7
-3.919679371949313E-7,-4.1726274023559846E-7,-1.487792915531335E-6,-4.0054435968380086E7
-3.689967744958425E-7,-4.418156850588996E-7,-1.487792915531335E-6,-4.00705272729455E7
-3.7673450831964155E-7,-4.440512659013672E-7,-1.487792915531335E-6,-4.000101785071641E7
-3.780057825279944E-7,-4.418156850588996E-7,-1.487792915531335E-6,-4.000286968210268E7
-3.677255002874896E-7,-4.440512659013672E-7,-1.487792915531335E-6,-4.0070876915206626E7
-3.7365082605148827E-7,-4.3363137011779925E-7,-1.487792915531335E-6,-4.006919412796031E7
-3.8138855987528723E-7,-4.3586695096026685E-7,-1.487792915531335E-6,-4.000776509265099E7
-3.826598340836401E-7,-4.3363137011779925E-7,-1.487792915531335E-6,-4.00095987647907E7
-3.723795518431353E-7,-4.3586695096026696E-7,-1.487792915531335E-6,-4.006959080819452E7
-3.783048776071339E-7,-4.254470551766988E-7,-1.487792915531335E-6,-4.0067688780038595E7
-3.8604261143093275E-7,-4.2768263601916656E-7,-1.487792915531335E-6,-4.001444585477413E7
-3.873138856392856E-7,-4.254470551766988E-7,-1.487792915531335E-6,-4.0016261367667295E7
-3.7703360339878097E-7,-4.2768263601916656E-7,-1.487792915531335E-6,-4.006813249824588E7
-3.829589291627796E-7,-4.1726274023559846E-7,-1.487792915531335E-6,-4.006601122918039E7
-3.9069666298657833E-7,-4.1949832107806617E-7,-1.487792915531335E-6,-4.002106013708582E7
-3.816876549544266E-7,-4.1949832107806617E-7,-1.487792915531335E-6,-4.006650198536074E7
-3.8139143827128017E-7,-4.4181568505889964E-7,-1.487792915531335E-6,-4.000163158990109E7
-3.891291720950791E-7,-4.440512659013674E-7,-1.487792915531335E-6,-3.9996609336719014E7
-3.9040044630343196E-7,-4.418156850588997E-7,-1.487792915531335E-6,-3.999842925798188E7
-3.8012016406292725E-7,-4.440512659013672E-7,-1.487792915531335E-6,-3.999981166863823E7
-3.860454898269258E-7,-4.3363137011779925E-7,-1.487792915531335E-6,-4.000832876246571E7
-3.9378322365072466E-7,-4.3586695096026696E-7,-1.487792915531335E-6,-4.000323975778323E7
-3.950544978590776E-7,-4.3363137011779925E-7,-1.487792915531335E-6,-4.000504151979953E7
-3.8477421561857293E-7,-4.358669509602669E-7,-1.487792915531335E-6,-4.00065270004494E7
-3.906995413825716E-7,-4.254470551766988E-7,-1.487792915531335E-6,-4.0014959455218896E7
-3.9843727520637034E-7,-4.276826360191666E-7,-1.487792915531335E-6,-4.0009803699036E7
-3.8942826717421866E-7,-4.276826360191666E-7,-1.487792915531335E-6,-4.001317585244914E7
-3.9378610204671787E-7,-4.4181568505889964E-7,-1.487792915531335E-6,-3.999714999654811E7
-4.015238358705169E-7,-4.440512659013672E-7,-1.487792915531335E-6,-3.999205010486086E7
-4.027951100788698E-7,-4.418156850588996E-7,-1.487792915531335E-6,-3.999383811600031E7
-3.9251482783836494E-7,-4.440512659013674E-7,-1.487792915531335E-6,-3.999536198540865E7
-3.9844015360236355E-7,-4.3363137011779925E-7,-1.487792915531335E-6,-4.0003730348242365E7
-4.0617788742616235E-7,-4.3586695096026696E-7,-1.487792915531335E-6,-3.9998563705054745E7
-3.971688793940106E-7,-4.3586695096026696E-7,-1.487792915531335E-6,-4.0001960496349454E7
